GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P009001,P009001.2000,P009002,P009002.2000,P009003,P009003.2000,P009004,P009004.2000,P009005,P009005.2000,P009006,P009006.2000,P009007,P009007.2000,P009008,P009008.2000,P009009,P009009.2000,P009010,P009010.2000,P009011,P009011.2000,P009012,P009012.2000,P009013,P009013.2000,P009014,P009014.2000,P009015,P009015.2000,P009016,P009016.2000,P009017,P009017.2000,P009018,P009018.2000,P009019,P009019.2000,P009020,P009020.2000,P009021,P009021.2000,P009022,P009022.2000,P009023,P009023.2000,P009024,P009024.2000,P009025,P009025.2000,P009026,P009026.2000,P009027,P009027.2000,P009028,P009028.2000,P009029,P009029.2000,P009030,P009030.2000,P009031,P009031.2000,P009032,P009032.2000,P009033,P009033.2000,P009034,P009034.2000,P009035,P009035.2000,P009036,P009036.2000,P009037,P009037.2000,P009038,P009038.2000,P009039,P009039.2000,P009040,P009040.2000,P009041,P009041.2000,P009042,P009042.2000,P009043,P009043.2000,P009044,P009044.2000,P009045,P009045.2000,P009046,P009046.2000,P009047,P009047.2000,P009048,P009048.2000,P009049,P009049.2000,P009050,P009050.2000,P009051,P009051.2000,P009052,P009052.2000,P009053,P009053.2000,P009054,P009054.2000,P009055,P009055.2000,P009056,P009056.2000,P009057,P009057.2000,P009058,P009058.2000,P009059,P009059.2000,P009060,P009060.2000,P009061,P009061.2000,P009062,P009062.2000,P009063,P009063.2000,P009064,P009064.2000,P009065,P009065.2000,P009066,P009066.2000,P009067,P009067.2000,P009068,P009068.2000,P009069,P009069.2000,P009070,P009070.2000,P009071,P009071.2000,P009072,P009072.2000,P009073,P009073.2000
17001000100,140,17,001,39500,999,,,Census Tract 1,4627,2222,4326,2042,4627,4326,72,36,4555,4290,4487,4261,4370,4152,61,77,7,6,45,26,1,0,3,0,68,29,65,29,43,12,10,6,8,6,3,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001000400,140,17,001,39500,999,,,Census Tract 4,4322,1793,4465,1701,4322,4465,78,40,4244,4425,4084,4310,3493,3887,562,407,7,4,13,3,0,0,9,9,160,115,153,103,116,57,25,30,7,3,0,1,0,3,4,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,6,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001000600,140,17,001,39500,999,,,Census Tract 6,3718,1789,4026,1822,3718,4026,44,50,3674,3976,3609,3950,3430,3821,128,89,5,3,39,34,1,1,6,2,65,26,62,24,33,4,8,9,18,7,2,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001000700,140,17,001,39500,999,,,Census Tract 7,1481,1017,1525,1086,1481,1525,17,11,1464,1514,1436,1501,1268,1328,153,144,5,20,9,9,0,0,1,0,28,13,28,13,17,9,6,3,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001000800,140,17,001,39500,999,,,Census Tract 8,2711,1218,2747,1278,2711,2747,55,18,2656,2729,2520,2660,2293,2433,184,204,18,13,11,1,1,0,13,9,136,69,130,67,103,44,16,10,3,3,0,0,3,2,3,1,1,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001000900,140,17,001,39500,999,,,Census Tract 9,2573,1298,2745,1323,2573,2745,37,15,2536,2730,2484,2707,2361,2634,99,55,5,3,14,12,0,0,5,3,52,23,50,23,40,9,7,4,2,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001001001,140,17,001,39500,999,,,Census Tract 10.01,3391,1515,3537,1516,3391,3537,38,26,3353,3511,3300,3493,3216,3456,54,31,3,2,19,4,3,0,5,0,53,18,45,18,30,7,11,6,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001001002,140,17,001,39500,999,,,Census Tract 10.02,3223,1400,3443,1395,3223,3443,45,28,3178,3415,3146,3389,3067,3347,61,32,0,2,11,6,0,1,7,1,32,26,31,24,22,16,2,6,2,2,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010100,140,17,001,39500,999,,,Census Tract 101,4451,1929,4641,1987,4451,4641,17,30,4434,4611,4410,4601,4392,4590,11,2,2,6,4,3,1,0,0,0,24,10,23,8,7,1,8,5,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010300,140,17,001,39500,999,,,Census Tract 103,5890,2481,5799,2350,5890,5799,34,24,5856,5774,5830,5728,5801,5710,10,1,9,10,3,2,1,0,6,0,26,45,25,44,10,6,9,13,1,1,4,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003957600,140,17,003,16020,164,,,Census Tract 9576,2928,1152,3223,1283,2928,3223,107,98,2821,3125,2780,3102,2284,2499,472,585,15,11,3,7,3,0,3,0,41,23,38,22,13,1,21,14,1,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003957700,140,17,003,16020,164,,,Census Tract 9577,2172,1075,2334,1191,2172,2334,37,13,2135,2321,2100,2303,1769,1952,326,338,4,11,1,1,0,1,0,0,35,18,35,16,30,4,4,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005951200,140,17,005,41180,476,,,Census Tract 9512,3216,1466,2987,1288,3216,2987,31,16,3185,2971,3165,2950,3011,2743,139,197,8,6,4,2,1,2,2,0,20,21,18,21,9,2,7,10,2,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005951300,140,17,005,41180,476,,,Census Tract 9513,6958,2298,7093,2207,6958,7093,442,171,6516,6922,6375,6891,5378,5741,894,1069,48,38,49,33,2,0,4,10,141,31,137,31,68,9,17,11,13,2,0,0,4,3,5,0,2,0,0,0,27,1,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005951400,140,17,005,41180,476,,,Census Tract 9514,3146,1410,3177,1378,3146,3177,29,22,3117,3155,3090,3132,3073,3114,5,4,6,7,5,1,0,6,1,0,27,23,26,23,2,2,16,20,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005951500,140,17,005,41180,476,,,Census Tract 9515,4448,1915,4376,1816,4448,4376,45,44,4403,4332,4381,4301,4335,4243,23,27,14,22,9,8,0,0,0,1,22,31,22,31,9,5,9,20,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007010100,140,17,007,40420,466,,,Census Tract 101,8562,3228,7725,2924,8562,7725,2788,2058,5774,5667,5646,5573,5324,5392,233,128,22,13,57,33,0,1,10,6,128,94,121,91,56,28,29,24,23,18,4,0,4,11,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,7,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007010200,140,17,007,40420,466,,,Census Tract 102,6105,2293,6039,2292,6105,6039,1959,1164,4146,4875,4078,4816,3968,4740,67,21,10,19,30,34,0,2,3,0,68,59,64,58,19,7,14,19,23,16,0,0,3,10,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007010300,140,17,007,40420,466,,,Census Tract 103,6631,2564,5721,2168,6631,5721,2033,901,4598,4820,4529,4761,4333,4670,148,57,4,13,43,18,0,0,1,3,69,59,61,59,37,15,15,10,9,14,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031381700,140,17,031,16980,176,,,Census Tract 3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007010601,140,17,007,40420,466,,,Census Tract 106.01,3859,1498,2615,1014,3859,2615,592,163,3267,2451,3237,2428,3196,2390,21,22,9,7,9,9,0,0,2,0,30,22,30,22,2,2,24,9,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007010602,140,17,007,40420,466,,,Census Tract 106.02,11982,4141,8120,2806,11982,8120,1448,507,10534,7613,10344,7542,9833,7421,262,68,9,21,224,27,6,0,10,1,190,71,180,70,76,6,47,28,41,21,1,0,6,9,2,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,10,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17009970500,140,17,009,99999,999,,,Census Tract 9705,4331,1083,4214,1128,4331,4214,388,256,3943,3958,3924,3946,2629,2679,1271,1255,7,3,13,6,1,3,3,0,19,12,15,12,4,2,4,2,3,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011964700,140,17,011,36860,999,,,Census Tract 9647,3072,1357,3245,1346,3072,3245,79,72,2993,3173,2965,3155,2953,3147,8,4,1,2,3,0,0,2,0,0,28,18,28,17,15,4,12,9,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011964800,140,17,011,36860,999,,,Census Tract 9648,3496,1538,3694,1527,3496,3694,75,54,3421,3640,3394,3622,3377,3590,6,17,2,6,8,9,0,0,1,0,27,18,27,18,11,9,11,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011964900,140,17,011,36860,999,,,Census Tract 9649,2815,1289,2930,1266,2815,2930,108,32,2707,2898,2693,2884,2645,2855,16,7,6,13,24,9,2,0,0,0,14,14,14,13,7,4,6,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011965000,140,17,011,36860,999,,,Census Tract 9650,4078,1685,4168,1702,4078,4168,1231,1014,2847,3154,2807,3126,2741,3061,21,1,6,13,37,48,0,2,2,1,40,28,39,28,6,3,19,16,6,7,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011965100,140,17,011,36860,999,,,Census Tract 9651,4152,1818,4169,1733,4152,4169,453,220,3699,3949,3657,3921,3589,3877,37,22,9,7,22,15,0,0,0,0,42,28,42,28,25,12,8,3,4,2,4,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011965200,140,17,011,36860,999,,,Census Tract 9652,3600,1626,3495,1592,3600,3495,446,211,3154,3284,3106,3262,3031,3221,47,22,4,2,23,13,0,0,1,4,48,22,45,22,29,9,7,10,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011965300,140,17,011,36860,999,,,Census Tract 9653,3429,1582,3341,1508,3429,3341,79,43,3350,3298,3319,3274,3264,3241,13,9,13,1,29,23,0,0,0,0,31,24,30,20,13,1,13,8,1,8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011965400,140,17,011,36860,999,,,Census Tract 9654,3549,1776,3476,1676,3549,3476,84,29,3465,3447,3426,3431,3352,3385,20,17,5,2,45,27,4,0,0,0,39,16,38,15,16,2,13,10,6,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011965600,140,17,011,36860,999,,,Census Tract 9656,3028,1401,3212,1418,3028,3212,75,35,2953,3177,2923,3161,2897,3137,13,7,4,0,9,11,0,5,0,1,30,16,30,15,10,4,17,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17013951200,140,17,013,41180,476,,,Census Tract 9512,2681,1553,2787,1504,2681,2787,20,18,2661,2768,2650,2756,2624,2737,6,0,7,5,11,7,0,0,2,4,11,11,10,11,3,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17015960100,140,17,015,99999,999,,,Census Tract 9601,3578,2424,3704,1966,3578,3704,37,24,3541,3680,3525,3642,3496,3599,7,5,9,7,12,31,0,0,1,0,16,38,12,31,5,8,5,5,1,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17015960200,140,17,015,99999,999,,,Census Tract 9602,2165,1199,2290,1075,2165,2290,50,38,2115,2252,2091,2236,2060,2208,21,15,5,6,4,4,1,3,0,0,24,16,23,16,4,4,6,8,5,3,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17015960300,140,17,015,99999,999,,,Census Tract 9603,3176,1729,3659,1842,3176,3659,212,189,2964,3470,2920,3441,2846,3363,59,54,10,8,3,10,1,1,1,5,44,29,43,29,23,5,12,14,8,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17015960400,140,17,015,99999,999,,,Census Tract 9604,2234,1081,2505,1112,2234,2505,49,34,2185,2471,2169,2448,2148,2439,4,3,1,0,16,6,0,0,0,0,16,23,16,11,4,2,8,4,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17015960500,140,17,015,99999,999,,,Census Tract 9605,2636,1224,2813,1200,2636,2813,54,36,2582,2777,2563,2759,2538,2740,5,2,4,5,15,8,0,0,1,4,19,18,19,18,2,1,12,17,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
