GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P009001,P009001.2000,P009002,P009002.2000,P009003,P009003.2000,P009004,P009004.2000,P009005,P009005.2000,P009006,P009006.2000,P009007,P009007.2000,P009008,P009008.2000,P009009,P009009.2000,P009010,P009010.2000,P009011,P009011.2000,P009012,P009012.2000,P009013,P009013.2000,P009014,P009014.2000,P009015,P009015.2000,P009016,P009016.2000,P009017,P009017.2000,P009018,P009018.2000,P009019,P009019.2000,P009020,P009020.2000,P009021,P009021.2000,P009022,P009022.2000,P009023,P009023.2000,P009024,P009024.2000,P009025,P009025.2000,P009026,P009026.2000,P009027,P009027.2000,P009028,P009028.2000,P009029,P009029.2000,P009030,P009030.2000,P009031,P009031.2000,P009032,P009032.2000,P009033,P009033.2000,P009034,P009034.2000,P009035,P009035.2000,P009036,P009036.2000,P009037,P009037.2000,P009038,P009038.2000,P009039,P009039.2000,P009040,P009040.2000,P009041,P009041.2000,P009042,P009042.2000,P009043,P009043.2000,P009044,P009044.2000,P009045,P009045.2000,P009046,P009046.2000,P009047,P009047.2000,P009048,P009048.2000,P009049,P009049.2000,P009050,P009050.2000,P009051,P009051.2000,P009052,P009052.2000,P009053,P009053.2000,P009054,P009054.2000,P009055,P009055.2000,P009056,P009056.2000,P009057,P009057.2000,P009058,P009058.2000,P009059,P009059.2000,P009060,P009060.2000,P009061,P009061.2000,P009062,P009062.2000,P009063,P009063.2000,P009064,P009064.2000,P009065,P009065.2000,P009066,P009066.2000,P009067,P009067.2000,P009068,P009068.2000,P009069,P009069.2000,P009070,P009070.2000,P009071,P009071.2000,P009072,P009072.2000,P009073,P009073.2000
17111871307,140,17,111,16980,176,,,Census Tract 8713.07,4855,1710,5210,1689,4855,5210,491,252,4364,4958,4318,4922,4234,4851,39,19,5,3,37,42,0,2,3,5,46,36,45,36,14,8,5,12,23,14,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871311,140,17,111,16980,176,,,Census Tract 8713.11,4496,1823,4747,1754,4496,4747,508,191,3988,4555,3935,4526,3687,4426,108,39,13,5,120,51,6,0,1,3,53,29,50,27,9,5,8,4,21,8,1,0,1,8,3,0,2,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871402,140,17,111,16980,176,,,Census Tract 8714.02,6246,2469,6764,2426,6246,6764,307,242,5939,6522,5854,6463,5689,6291,37,29,6,7,121,128,0,3,1,5,85,59,83,59,24,17,21,13,36,26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871404,140,17,111,16980,176,,,Census Tract 8714.04,4536,1759,4702,1599,4536,4702,394,206,4142,4496,4092,4452,3815,4283,63,42,9,7,197,117,0,1,8,2,50,44,46,42,13,3,5,14,20,16,1,1,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871500,140,17,111,16980,176,,,Census Tract 8715,11348,4980,6778,2331,11348,6778,528,261,10820,6516,10736,6496,10457,6398,68,13,13,19,191,57,0,1,7,8,84,20,80,20,12,4,31,12,32,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871600,140,17,111,16980,176,,,Census Tract 8716,4935,2042,4899,1918,4935,4899,383,276,4552,4623,4503,4595,4398,4552,24,14,6,2,66,26,2,0,7,1,49,28,48,25,11,6,12,4,17,14,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000102,140,17,113,14060,999,,,Census Tract 1.02,6831,2736,6839,2660,6831,6839,254,150,6577,6689,6464,6631,5914,6104,439,431,12,12,84,74,5,1,10,9,113,58,105,56,79,19,10,8,10,10,1,0,2,10,1,3,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,1,0,0,8,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000104,140,17,113,14060,999,,,Census Tract 1.04,10908,4141,7413,2864,10908,7413,604,260,10304,7153,10055,7022,7898,5560,1607,1077,19,10,518,370,2,1,11,4,249,131,242,124,126,87,33,13,53,16,0,0,3,0,6,0,8,4,1,0,1,0,0,1,0,0,0,0,1,3,10,0,0,0,7,7,5,0,0,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000301,140,17,113,14060,999,,,Census Tract 3.01,4189,1648,3184,1388,4189,3184,171,96,4018,3088,3946,3047,3563,2806,329,182,3,5,47,52,2,2,2,0,72,41,71,36,46,21,12,9,9,3,1,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000302,140,17,113,14060,999,,,Census Tract 3.02,5828,2503,5047,1941,5828,5047,164,111,5664,4936,5520,4891,4635,4489,813,301,6,7,53,88,0,0,13,6,144,45,138,40,93,23,12,5,24,7,0,0,6,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,6,5,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000400,140,17,113,14060,999,,,Census Tract 4,2876,1034,2942,1029,2876,2942,111,84,2765,2858,2733,2830,2576,2709,99,80,2,6,47,34,7,1,2,0,32,28,25,28,11,10,4,3,8,6,2,0,0,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000501,140,17,113,14060,999,,,Census Tract 5.01,2690,1367,2591,1262,2690,2591,121,82,2569,2509,2506,2488,2302,2265,165,177,1,3,34,39,2,0,2,4,63,21,56,19,17,13,3,0,29,1,0,0,0,1,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,7,2,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000502,140,17,113,14060,999,,,Census Tract 5.02,2517,1130,2620,1129,2517,2620,63,40,2454,2580,2427,2560,2291,2447,96,76,2,3,30,23,0,0,8,11,27,20,24,17,15,4,3,1,4,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000505,140,17,113,14060,999,,,Census Tract 5.05,5508,1847,2859,921,5508,2859,95,39,5413,2820,5277,2776,4482,2497,164,103,7,3,608,170,1,1,15,2,136,44,129,39,26,8,12,7,65,20,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001103,140,17,113,14060,999,,,Census Tract 11.03,3200,1524,3314,1413,3200,3314,312,225,2888,3089,2808,3066,2280,2451,265,214,7,3,248,395,0,1,8,2,80,23,78,22,44,6,13,7,16,9,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001104,140,17,113,14060,999,,,Census Tract 11.04,8314,3489,5942,2348,8314,5942,259,121,8055,5821,7918,5768,6328,5192,465,363,21,6,1092,193,6,5,6,9,137,53,136,52,41,16,20,14,39,13,2,0,2,5,3,2,0,0,1,0,5,2,12,0,0,0,0,0,1,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001105,140,17,113,14060,999,,,Census Tract 11.05,5130,2064,4849,1879,5130,4849,178,131,4952,4717,4832,4647,3672,3925,339,453,16,18,796,244,2,1,7,4,120,70,113,68,59,32,13,5,16,13,1,0,3,13,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,7,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001106,140,17,113,14060,999,,,Census Tract 11.06,3294,1495,3113,1361,3294,3113,311,84,2983,3029,2895,2984,2013,2519,594,291,9,12,272,156,1,1,6,2,88,44,84,43,58,21,8,3,9,8,1,0,0,8,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001200,140,17,113,14060,999,,,Census Tract 12,2518,1335,2432,1287,2518,2432,188,44,2330,2388,2258,2364,1933,2193,217,102,7,2,96,67,3,0,2,0,72,24,70,21,30,12,14,0,23,4,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001301,140,17,113,14060,999,,,Census Tract 13.01,2012,945,2090,943,2012,2090,83,59,1929,2031,1848,1990,1617,1802,198,150,5,7,17,27,0,2,11,2,81,41,76,39,43,19,13,7,5,10,0,0,8,2,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001402,140,17,113,14060,999,,,Census Tract 14.02,3387,1270,1325,489,3387,1325,178,30,3209,1295,3114,1276,2694,1194,375,56,5,2,39,19,1,5,0,0,95,19,94,18,61,10,1,7,16,1,0,0,2,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001403,140,17,113,14060,999,,,Census Tract 14.03,3877,1687,4195,1744,3877,4195,253,164,3624,4030,3496,3947,2654,3351,779,539,7,6,49,41,2,0,5,7,128,82,120,76,97,39,6,16,9,2,3,0,0,8,0,3,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,4,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001404,140,17,113,14060,999,,,Census Tract 14.04,4300,1845,4653,1908,4300,4653,397,183,3903,4470,3794,4378,3367,3717,383,599,4,7,35,46,0,0,5,7,109,92,106,84,76,44,15,18,7,3,1,0,3,9,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,6,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001500,140,17,113,14060,999,,,Census Tract 15,2425,1086,2610,1138,2425,2610,334,239,2091,2371,2007,2300,1328,1710,649,569,9,4,10,13,2,4,9,0,84,71,82,58,71,39,5,6,3,4,0,0,0,2,2,3,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,13,1,1,0,4,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001800,140,17,113,14060,999,,,Census Tract 18,3228,1594,3372,1615,3228,3372,120,55,3108,3317,3057,3272,2881,3150,70,75,4,5,98,38,0,0,4,4,51,45,49,45,25,18,5,5,19,16,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113002101,140,17,113,14060,999,,,Census Tract 21.01,4771,2429,4434,2174,4771,4434,483,150,4288,4284,4152,4238,3688,3860,353,302,9,1,100,62,0,1,2,12,136,46,120,44,66,21,22,8,21,9,0,0,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,5,2,0,0,16,2,11,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113002102,140,17,113,14060,999,,,Census Tract 21.02,1771,659,1501,544,1771,1501,303,144,1468,1357,1437,1348,1354,1310,72,16,3,1,7,21,0,0,1,0,31,9,30,9,17,0,2,5,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113005101,140,17,113,14060,999,,,Census Tract 51.01,8523,2982,5486,1920,8523,5486,273,57,8250,5428,8088,5374,6328,5161,352,92,33,3,1353,112,2,1,20,3,162,54,157,53,47,22,14,8,71,18,1,0,2,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,5,0,12,0,0,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113005102,140,17,113,14060,999,,,Census Tract 51.02,6749,2823,4343,1817,6749,4343,104,45,6645,4298,6572,4255,6472,4086,35,73,11,3,42,88,0,0,12,2,73,42,68,41,15,17,33,6,17,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113005201,140,17,113,14060,999,,,Census Tract 52.01,1235,481,1287,458,1235,1287,24,23,1211,1264,1206,1259,1171,1238,20,12,0,0,15,9,0,0,0,0,5,5,5,4,1,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113005202,140,17,113,14060,999,,,Census Tract 52.02,3161,1249,3122,1187,3161,3122,50,20,3111,3102,3081,3087,3010,3052,56,16,0,6,14,13,0,0,1,0,30,15,29,15,11,8,11,4,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17113005400,140,17,113,14060,999,,,Census Tract 54,9006,3334,7627,2827,9006,7627,125,45,8881,7582,8769,7537,8640,7489,73,19,11,8,43,15,0,0,2,6,112,45,96,43,32,13,34,16,26,10,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,15,1,3,1,2,0,0,0,2,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113005601,140,17,113,14060,999,,,Census Tract 56.01,1889,827,1931,813,1889,1931,20,15,1869,1916,1855,1905,1834,1897,13,2,6,6,1,0,1,0,0,0,14,11,14,11,12,3,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113005602,140,17,113,14060,999,,,Census Tract 56.02,2212,961,2449,975,2212,2449,48,10,2164,2439,2142,2418,2110,2398,9,6,8,9,15,4,0,0,0,1,22,21,22,21,11,7,5,6,4,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113005800,140,17,113,14060,999,,,Census Tract 58,4290,2503,3919,2295,4290,3919,164,116,4126,3803,4058,3757,3135,3320,256,265,6,5,661,158,0,0,0,9,68,46,65,44,34,18,4,11,15,5,1,2,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,10,1,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113006000,140,17,113,14060,999,,,Census Tract 60,3845,1580,3804,1462,3845,3804,75,18,3770,3786,3733,3766,3648,3723,43,17,7,9,32,15,0,0,3,2,37,20,36,20,13,2,16,10,4,7,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17115000400,140,17,115,19500,999,,,Census Tract 4,1292,612,1376,660,1292,1376,11,20,1281,1356,1236,1336,488,518,741,811,0,3,2,0,2,0,3,4,45,20,31,15,20,8,3,3,1,0,0,0,1,0,4,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,12,5,12,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17115000500,140,17,115,19500,999,,,Census Tract 5,3938,1961,4001,2238,3938,4001,114,53,3824,3948,3690,3827,2247,2450,1411,1328,8,4,16,34,2,1,6,10,134,121,124,119,87,83,15,17,2,3,0,0,3,6,5,3,1,0,0,5,0,2,0,0,0,0,0,0,11,0,0,0,0,0,8,2,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
