GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
17115002300,140,17,115,19500,999,,,Census Tract 23,2978,1258,2695,1047,2978,2695
17115002401,140,17,115,19500,999,,,Census Tract 24.01,2608,1220,2735,1180,2608,2735
17115002402,140,17,115,19500,999,,,Census Tract 24.02,5216,2451,5220,2227,5216,5220
17115002500,140,17,115,19500,999,,,Census Tract 25,7131,2878,6419,2480,7131,6419
17115002602,140,17,115,19500,999,,,Census Tract 26.02,1985,874,2048,827,1985,2048
17115002902,140,17,115,19500,999,,,Census Tract 29.02,4576,2189,5207,2043,4576,5207
17115002903,140,17,115,19500,999,,,Census Tract 29.03,4616,2315,4175,2324,4616,4175
17115002904,140,17,115,19500,999,,,Census Tract 29.04,5349,2470,5256,2335,5349,5256
17115003000,140,17,115,19500,999,,,Census Tract 30,3550,1484,3441,1447,3550,3441
17117956500,140,17,117,41180,476,,,Census Tract 9565,2652,1210,2771,1207,2652,2771
17117956700,140,17,117,41180,476,,,Census Tract 9567,4326,1817,4328,1773,4326,4328
17117956800,140,17,117,41180,476,,,Census Tract 9568,2742,1304,2845,1276,2742,2845
17117956900,140,17,117,41180,476,,,Census Tract 9569,3754,1705,3828,1721,3754,3828
17117957000,140,17,117,41180,476,,,Census Tract 9570,3769,1760,3695,1742,3769,3695
17117957200,140,17,117,41180,476,,,Census Tract 9572,4959,2232,5060,2164,4959,5060
17119400101,140,17,119,41180,476,,,Census Tract 4001.01,2703,1278,2737,1283,2703,2737
17119400102,140,17,119,41180,476,,,Census Tract 4001.02,5603,2484,6179,2919,5603,6179
17119400200,140,17,119,41180,476,,,Census Tract 4002,4327,1947,5202,2266,4327,5202
17119400700,140,17,119,41180,476,,,Census Tract 4007,1890,916,2528,1154,1890,2528
17119400802,140,17,119,41180,476,,,Census Tract 4008.02,6188,2885,6497,2842,6188,6497
17119400903,140,17,119,41180,476,,,Census Tract 4009.03,5323,2268,5052,2249,5323,5052
17119400904,140,17,119,41180,476,,,Census Tract 4009.04,3364,1509,3724,1556,3364,3724
17119400951,140,17,119,41180,476,,,Census Tract 4009.51,4966,2248,4701,1958,4966,4701
17119400952,140,17,119,41180,476,,,Census Tract 4009.52,3335,1424,3823,1561,3335,3823
17119401000,140,17,119,41180,476,,,Census Tract 4010,2583,1226,2792,1279,2583,2792
17119401100,140,17,119,41180,476,,,Census Tract 4011,6505,3013,7075,3163,6505,7075
17119401701,140,17,119,41180,476,,,Census Tract 4017.01,2570,1059,3034,1161,2570,3034
17119401721,140,17,119,41180,476,,,Census Tract 4017.21,5797,2388,5791,2272,5797,5791
17119401722,140,17,119,41180,476,,,Census Tract 4017.22,2684,1256,2642,1137,2684,2642
17119401800,140,17,119,41180,476,,,Census Tract 4018,6033,2669,6527,2755,6033,6527
17119401901,140,17,119,41180,476,,,Census Tract 4019.01,1841,763,1524,619,1841,1524
17119401903,140,17,119,41180,476,,,Census Tract 4019.03,4488,1874,4404,1807,4488,4404
17119401904,140,17,119,41180,476,,,Census Tract 4019.04,709,290,695,279,709,695
17119402100,140,17,119,41180,476,,,Census Tract 4021,3321,1436,3779,1625,3321,3779
17119402300,140,17,119,41180,476,,,Census Tract 4023,1876,904,2140,914,1876,2140
17119402600,140,17,119,41180,476,,,Census Tract 4026,2800,1380,2965,1467,2800,2965
17119402722,140,17,119,41180,476,,,Census Tract 4027.22,2891,1269,2704,1176,2891,2704
17119402801,140,17,119,41180,476,,,Census Tract 4028.01,3527,1500,3267,1297,3527,3267
17119402802,140,17,119,41180,476,,,Census Tract 4028.02,8158,3371,6988,2822,8158,6988
17119402803,140,17,119,41180,476,,,Census Tract 4028.03,3545,1490,3168,1312,3545,3168
17119402900,140,17,119,41180,476,,,Census Tract 4029,4485,2204,4839,2203,4485,4839
17119403001,140,17,119,41180,476,,,Census Tract 4030.01,5077,2315,5380,2127,5077,5380
17119403101,140,17,119,41180,476,,,Census Tract 4031.01,5885,1911,5687,1389,5885,5687
17119403121,140,17,119,41180,476,,,Census Tract 4031.21,9285,3774,7579,3005,9285,7579
17119403122,140,17,119,41180,476,,,Census Tract 4031.22,5539,2290,3942,1597,5539,3942
17119403300,140,17,119,41180,476,,,Census Tract 4033,3102,1506,3296,1528,3102,3296
17119403401,140,17,119,41180,476,,,Census Tract 4034.01,3923,1790,3379,1495,3923,3379
17119403402,140,17,119,41180,476,,,Census Tract 4034.02,6031,2944,6080,2829,6031,6080
17119403502,140,17,119,41180,476,,,Census Tract 4035.02,6152,2649,6046,2484,6152,6046
17119403531,140,17,119,41180,476,,,Census Tract 4035.31,8226,3412,7834,3027,8226,7834
17119403532,140,17,119,41180,476,,,Census Tract 4035.32,4700,1630,3028,1050,4700,3028
17119403533,140,17,119,41180,476,,,Census Tract 4035.33,9632,3966,7573,2818,9632,7573
17119403534,140,17,119,41180,476,,,Census Tract 4035.34,4093,1784,3218,1267,4093,3218
17119403603,140,17,119,41180,476,,,Census Tract 4036.03,1891,749,1776,680,1891,1776
17119403604,140,17,119,41180,476,,,Census Tract 4036.04,6619,2835,6220,2577,6619,6220
17119403701,140,17,119,41180,476,,,Census Tract 4037.01,6159,2299,4657,1691,6159,4657
17119403801,140,17,119,41180,476,,,Census Tract 4038.01,4907,2006,4086,1638,4907,4086
17119404000,140,17,119,41180,476,,,Census Tract 4040,2788,1340,3441,1629,2788,3441
17121951600,140,17,121,16460,999,,,Census Tract 9516,3571,1571,3549,1506,3571,3549
17121951800,140,17,121,16460,999,,,Census Tract 9518,2391,1038,2727,1152,2391,2727
17121952100,140,17,121,16460,999,,,Census Tract 9521,3238,1565,3496,1684,3238,3496
17121952200,140,17,121,16460,999,,,Census Tract 9522,4181,1793,4037,1580,4181,4037
17121952300,140,17,121,16460,999,,,Census Tract 9523,3599,1640,3332,1406,3599,3332
17121952400,140,17,121,16460,999,,,Census Tract 9524,3623,1780,3850,1638,3623,3850
17121952600,140,17,121,16460,999,,,Census Tract 9526,2178,1159,2415,1202,2178,2415
17123961100,140,17,123,37900,426,,,Census Tract 9611,2628,1442,2681,1374,2628,2681
17123961300,140,17,123,37900,426,,,Census Tract 9613,2273,1009,2638,1088,2273,2638
17123961400,140,17,123,37900,426,,,Census Tract 9614,2921,1307,2935,1260,2921,2935
17123961500,140,17,123,37900,426,,,Census Tract 9615,2276,1003,2287,1013,2276,2287
17125956300,140,17,125,99999,999,,,Census Tract 9563,2975,1308,3196,1301,2975,3196
17125956400,140,17,125,99999,999,,,Census Tract 9564,2065,1097,2384,1052,2065,2384
17125956700,140,17,125,99999,999,,,Census Tract 9567,1885,845,2100,857,1885,2100
17127970100,140,17,127,37140,424,,,Census Tract 9701,4895,2118,4686,1915,4895,4686
17127970300,140,17,127,37140,424,,,Census Tract 9703,3829,1721,3715,1661,3829,3715
17129010300,140,17,129,44100,999,,,Census Tract 103,2493,1141,2715,1102,2493,2715
17131040100,140,17,131,19340,999,,,Census Tract 401,4579,1915,4642,1793,4579,4642
17131040200,140,17,131,19340,999,,,Census Tract 402,3754,1801,3966,1796,3754,3966
17131040400,140,17,131,19340,999,,,Census Tract 404,4183,1840,4350,1804,4183,4350
17133600101,140,17,133,41180,476,,,Census Tract 6001.01,7074,2939,5824,2396,7074,5824
17133600102,140,17,133,41180,476,,,Census Tract 6001.02,4814,1821,3963,1484,4814,3963
17133600401,140,17,133,41180,476,,,Census Tract 6004.01,6396,2647,5254,2036,6396,5254
17133600402,140,17,133,41180,476,,,Census Tract 6004.02,4447,1764,3653,1356,4447,3653
17133600501,140,17,133,41180,476,,,Census Tract 6005.01,6888,2784,6010,2292,6888,6010
17133600502,140,17,133,41180,476,,,Census Tract 6005.02,3338,1437,2912,1182,3338,2912
17135957500,140,17,135,99999,999,,,Census Tract 9575,3273,1488,3362,1442,3273,3362
17135957700,140,17,135,99999,999,,,Census Tract 9577,3103,1356,3140,1373,3103,3140
17135957800,140,17,135,99999,999,,,Census Tract 9578,3424,1636,3566,1585,3424,3566
17137951400,140,17,137,27300,999,,,Census Tract 9514,2796,1263,2995,1310,2796,2995
17137951500,140,17,137,27300,999,,,Census Tract 9515,3174,1392,3329,1354,3174,3329
17137951600,140,17,137,27300,999,,,Census Tract 9516,3554,1568,3871,1558,3554,3871
17137951800,140,17,137,27300,999,,,Census Tract 9518,4396,1664,4419,1718,4396,4419
17137951900,140,17,137,27300,999,,,Census Tract 9519,4861,2232,4623,2073,4861,4623
17137952000,140,17,137,27300,999,,,Census Tract 9520,3824,1426,2968,1426,3824,2968
17137952100,140,17,137,27300,999,,,Census Tract 9521,3660,1794,4826,1766,3660,4826
17137952300,140,17,137,27300,999,,,Census Tract 9523,3346,1546,3341,1443,3346,3341
17139977000,140,17,139,99999,999,,,Census Tract 9770,2523,1125,2639,1096,2523,2639
17139977100,140,17,139,99999,999,,,Census Tract 9771,3184,1384,2758,1194,3184,2758
17139977200,140,17,139,99999,999,,,Census Tract 9772,4247,2007,4347,1951,4247,4347
17141960700,140,17,141,40300,466,,,Census Tract 9607,4364,1758,4418,1553,4364,4418
17141960800,140,17,141,40300,466,,,Census Tract 9608,3647,1577,3808,1528,3647,3808
17141960900,140,17,141,40300,466,,,Census Tract 9609,4793,2261,4831,2130,4793,4831
17141961000,140,17,141,40300,466,,,Census Tract 9610,7054,2637,5526,2072,7054,5526
17141961100,140,17,141,40300,466,,,Census Tract 9611,5184,2262,5162,2160,5184,5162
17141961300,140,17,141,40300,466,,,Census Tract 9613,5262,2250,4825,1914,5262,4825
17141961400,140,17,141,40300,466,,,Census Tract 9614,4119,1976,4436,1953,4119,4436
17141961500,140,17,141,40300,466,,,Census Tract 9615,4563,2099,4732,2050,4563,4732
17141961600,140,17,141,40300,466,,,Census Tract 9616,3554,1345,3427,1275,3554,3427
17141961700,140,17,141,40300,466,,,Census Tract 9617,5179,2079,4391,1685,5179,4391
17143000300,140,17,143,37900,426,,,Census Tract 3,2332,957,2728,1014,2332,2728
17143000500,140,17,143,37900,426,,,Census Tract 5,1804,834,2179,924,1804,2179
17143000600,140,17,143,37900,426,,,Census Tract 6,3115,1359,3395,1400,3115,3395
17143001200,140,17,143,37900,426,,,Census Tract 12,1953,1013,1759,718,1953,1759
17143001600,140,17,143,37900,426,,,Census Tract 16,4054,1884,4628,2040,4054,4628
17143001800,140,17,143,37900,426,,,Census Tract 18,3294,1593,3600,1762,3294,3600
17143001900,140,17,143,37900,426,,,Census Tract 19,1567,576,1479,627,1567,1479
17143002000,140,17,143,37900,426,,,Census Tract 20,3317,610,4299,667,3317,4299
17143002200,140,17,143,37900,426,,,Census Tract 22,4237,1918,4335,1925,4237,4335
17143002400,140,17,143,37900,426,,,Census Tract 24,4677,2177,4800,2186,4677,4800
17143002500,140,17,143,37900,426,,,Census Tract 25,3528,1431,3696,1449,3528,3696
17143002600,140,17,143,37900,426,,,Census Tract 26,1835,926,1951,943,1835,1951
17143002701,140,17,143,37900,426,,,Census Tract 27.01,3840,1793,3902,1770,3840,3902
17143002800,140,17,143,37900,426,,,Census Tract 28,3187,1807,3344,1713,3187,3344
17143002900,140,17,143,37900,426,,,Census Tract 29,4041,2095,4172,2059,4041,4172
17143003000,140,17,143,37900,426,,,Census Tract 30,4701,2072,5013,2072,4701,5013
17143003200,140,17,143,37900,426,,,Census Tract 32,4303,2359,4233,2285,4303,4233
17143003300,140,17,143,37900,426,,,Census Tract 33,3060,1367,3150,1247,3060,3150
17143003401,140,17,143,37900,426,,,Census Tract 34.01,11216,4803,5635,2418,11216,5635
17143003402,140,17,143,37900,426,,,Census Tract 34.02,3748,1577,3980,1481,3748,3980
17143003601,140,17,143,37900,426,,,Census Tract 36.01,2759,1150,2617,1062,2759,2617
17143003602,140,17,143,37900,426,,,Census Tract 36.02,5580,2525,5677,2422,5580,5677
17143003700,140,17,143,37900,426,,,Census Tract 37,3814,1497,3427,1303,3814,3427
17143004000,140,17,143,37900,426,,,Census Tract 40,4524,1899,4277,1706,4524,4277
17143004101,140,17,143,37900,426,,,Census Tract 41.01,6494,2770,4257,1821,6494,4257
17143004200,140,17,143,37900,426,,,Census Tract 42,3646,1842,3798,2029,3646,3798
17143004500,140,17,143,37900,426,,,Census Tract 45,5481,2073,5513,2103,5481,5513
17143004600,140,17,143,37900,426,,,Census Tract 46,5499,2367,5406,2284,5499,5406
17143004801,140,17,143,37900,426,,,Census Tract 48.01,4539,1868,4117,1590,4539,4117
17143004802,140,17,143,37900,426,,,Census Tract 48.02,4419,1946,4539,1946,4419,4539
17143004901,140,17,143,37900,426,,,Census Tract 49.01,3740,1597,3657,1466,3740,3657
17143004902,140,17,143,37900,426,,,Census Tract 49.02,4872,2028,4713,1725,4872,4713
17145030100,140,17,145,99999,999,,,Census Tract 301,3121,1452,3373,1462,3121,3373
17145030200,140,17,145,99999,999,,,Census Tract 302,7772,2597,7667,2590,7772,7667
17145030300,140,17,145,99999,999,,,Census Tract 303,2265,1023,2438,995,2265,2438
17145030500,140,17,145,99999,999,,,Census Tract 305,2398,1103,2701,1094,2398,2701
17145030600,140,17,145,99999,999,,,Census Tract 306,4143,1938,4188,1966,4143,4188
17147954500,140,17,147,16580,999,,,Census Tract 9545,4582,1910,4416,1751,4582,4416
17147954600,140,17,147,16580,999,,,Census Tract 9546,5900,2638,5432,2328,5900,5432
17147954700,140,17,147,16580,999,,,Census Tract 9547,3430,1514,3653,1539,3430,3653
17149952400,140,17,149,99999,999,,,Census Tract 9524,3337,1626,3563,1613,3337,3563
17149952500,140,17,149,99999,999,,,Census Tract 9525,2583,1282,2774,1291,2583,2774
17149952600,140,17,149,99999,999,,,Census Tract 9526,3256,1663,3591,1709,3256,3591
17149952700,140,17,149,99999,999,,,Census Tract 9527,4762,2114,4769,2062,4762,4769
17149952800,140,17,149,99999,999,,,Census Tract 9528,2492,1266,2687,1336,2492,2687
17151971300,140,17,151,99999,999,,,Census Tract 9713,2045,1150,2095,1141,2045,2095
17153971000,140,17,153,99999,999,,,Census Tract 9710,3028,1522,3481,1658,3028,3481
17153971100,140,17,153,99999,999,,,Census Tract 9711,3133,1633,3867,1695,3133,3867
17155954500,140,17,155,36860,999,,,Census Tract 9545,2977,1336,3058,1301,2977,3058
17155954600,140,17,155,36860,999,,,Census Tract 9546,3029,1738,3028,1587,3029,3028
17157950500,140,17,157,99999,999,,,Census Tract 9505,2286,1049,2520,1170,2286,2520
17157950600,140,17,157,99999,999,,,Census Tract 9506,4380,2075,4708,2114,4380,4708
17157950700,140,17,157,99999,999,,,Census Tract 9507,2670,1262,6019,1205,2670,6019
17157950900,140,17,157,99999,999,,,Census Tract 9509,3598,1696,3706,1621,3598,3706
17157951000,140,17,157,99999,999,,,Census Tract 9510,2772,1240,2895,1183,2772,2895
17157951100,140,17,157,99999,999,,,Census Tract 9511,3638,1713,3588,1622,3638,3588
17157951200,140,17,157,99999,999,,,Census Tract 9512,6422,1209,2788,1141,6422,2788
17157951300,140,17,157,99999,999,,,Census Tract 9513,3057,1421,3227,1442,3057,3227
17159978100,140,17,159,99999,999,,,Census Tract 9781,4129,1857,3759,1756,4129,3759
17159978200,140,17,159,99999,999,,,Census Tract 9782,2608,1241,2569,1286,2608,2569
17159978300,140,17,159,99999,999,,,Census Tract 9783,3327,1470,3476,1431,3327,3476
17161020100,140,17,161,19340,999,,,Census Tract 201,7127,3084,7282,2936,7127,7282
17161020200,140,17,161,19340,999,,,Census Tract 202,3840,1639,3456,1454,3840,3456
17161020400,140,17,161,19340,999,,,Census Tract 204,6126,2099,4967,1968,6126,4967
17161020600,140,17,161,19340,999,,,Census Tract 206,2583,1026,2655,1106,2583,2655
17161020700,140,17,161,19340,999,,,Census Tract 207,1818,772,1686,767,1818,1686
17161020800,140,17,161,19340,999,,,Census Tract 208,4798,2309,5187,2292,4798,5187
17161020900,140,17,161,19340,999,,,Census Tract 209,5316,2351,5875,2594,5316,5875
17161021000,140,17,161,19340,999,,,Census Tract 210,3772,1904,3584,1767,3772,3584
17161021100,140,17,161,19340,999,,,Census Tract 211,3752,1659,3582,1412,3752,3582
17161021200,140,17,161,19340,999,,,Census Tract 212,4700,2283,4262,2247,4700,4262
17161021300,140,17,161,19340,999,,,Census Tract 213,4740,2299,4717,2134,4740,4717
17161021400,140,17,161,19340,999,,,Census Tract 214,1242,567,1296,545,1242,1296
17161021600,140,17,161,19340,999,,,Census Tract 216,2872,1180,2898,1167,2872,2898
17161021700,140,17,161,19340,999,,,Census Tract 217,4144,1827,3991,1808,4144,3991
17161021800,140,17,161,19340,999,,,Census Tract 218,4886,2241,4992,2214,4886,4992
17161021900,140,17,161,19340,999,,,Census Tract 219,1721,914,1769,885,1721,1769
17161022000,140,17,161,19340,999,,,Census Tract 220,3989,1659,4030,1654,3989,4030
17161022200,140,17,161,19340,999,,,Census Tract 222,4046,1731,4027,1633,4046,4027
17161022600,140,17,161,19340,999,,,Census Tract 226,2311,1165,1888,1106,2311,1888
17161022900,140,17,161,19340,999,,,Census Tract 229,2718,1375,2817,1380,2718,2817
17161023000,140,17,161,19340,999,,,Census Tract 230,3915,1852,4054,1808,3915,4054
17161023100,140,17,161,19340,999,,,Census Tract 231,2690,1196,2922,1161,2690,2922
17161023200,140,17,161,19340,999,,,Census Tract 232,4898,2525,5111,2536,4898,5111
17161023500,140,17,161,19340,999,,,Census Tract 235,2098,878,2253,907,2098,2253
17161023600,140,17,161,19340,999,,,Census Tract 236,2074,814,2114,844,2074,2114
17161024000,140,17,161,19340,999,,,Census Tract 240,4106,1753,4182,1649,4106,4182
17161024101,140,17,161,19340,999,,,Census Tract 241.01,3649,1561,3810,1484,3649,3810
17161024103,140,17,161,19340,999,,,Census Tract 241.03,4046,1713,4141,1620,4046,4141
17161024200,140,17,161,19340,999,,,Census Tract 242,4372,1969,4424,1906,4372,4424
17161024300,140,17,161,19340,999,,,Census Tract 243,2734,1384,3117,1514,2734,3117
17161024400,140,17,161,19340,999,,,Census Tract 244,1943,1069,1941,1097,1943,1941
17161024500,140,17,161,19340,999,,,Census Tract 245,2241,1098,2544,1138,2241,2544
17163501501,140,17,163,41180,476,,,Census Tract 5015.01,1812,781,1960,814,1812,1960
17163501502,140,17,163,41180,476,,,Census Tract 5015.02,2884,1302,2872,1293,2884,2872
17163501602,140,17,163,41180,476,,,Census Tract 5016.02,5345,2591,5613,2621,5345,5613
17163501603,140,17,163,41180,476,,,Census Tract 5016.03,6385,3101,7025,3186,6385,7025
17163501900,140,17,163,41180,476,,,Census Tract 5019,3620,1754,3941,1802,3620,3941
17163502100,140,17,163,41180,476,,,Census Tract 5021,2582,853,2412,931,2582,2412
17163502404,140,17,163,41180,476,,,Census Tract 5024.04,4161,1495,3961,1508,4161,3961
17163503100,140,17,163,41180,476,,,Census Tract 5031,7666,3379,7443,3050,7666,7443
17163503203,140,17,163,41180,476,,,Census Tract 5032.03,6718,2782,5493,2144,6718,5493
17163503301,140,17,163,41180,476,,,Census Tract 5033.01,3989,1962,4000,1905,3989,4000
17163503304,140,17,163,41180,476,,,Census Tract 5033.04,6952,2950,5304,2211,6952,5304
17163503322,140,17,163,41180,476,,,Census Tract 5033.22,7148,3030,6034,2220,7148,6034
17163503323,140,17,163,41180,476,,,Census Tract 5033.23,6245,2540,4267,1671,6245,4267
17163503324,140,17,163,41180,476,,,Census Tract 5033.24,5675,2316,3896,1530,5675,3896
17163503332,140,17,163,41180,476,,,Census Tract 5033.32,5265,2403,5440,2342,5265,5440
17163503334,140,17,163,41180,476,,,Census Tract 5033.34,6570,2909,6158,2638,6570,6158
17163503402,140,17,163,41180,476,,,Census Tract 5034.02,7627,3599,7390,3041,7627,7390
17163503411,140,17,163,41180,476,,,Census Tract 5034.11,3391,1453,3461,1388,3391,3461
17163503412,140,17,163,41180,476,,,Census Tract 5034.12,6330,2698,5983,2413,6330,5983
17163503413,140,17,163,41180,476,,,Census Tract 5034.13,5838,2662,4450,1906,5838,4450
17163503414,140,17,163,41180,476,,,Census Tract 5034.14,4557,2181,3473,1562,4557,3473
17163503906,140,17,163,41180,476,,,Census Tract 5039.06,5471,2188,4980,1833,5471,4980
17163504001,140,17,163,41180,476,,,Census Tract 5040.01,4901,1993,3972,1545,4901,3972
17163504002,140,17,163,41180,476,,,Census Tract 5040.02,5909,2635,6122,2563,5909,6122
17163504303,140,17,163,41180,476,,,Census Tract 5043.03,7810,3176,6021,2425,7810,6021
17163504351,140,17,163,41180,476,,,Census Tract 5043.51,3596,1384,3571,1257,3596,3571
17163504352,140,17,163,41180,476,,,Census Tract 5043.52,4317,1988,4658,1961,4317,4658
17163504353,140,17,163,41180,476,,,Census Tract 5043.53,4142,1329,1856,618,4142,1856
17163504354,140,17,163,41180,476,,,Census Tract 5043.54,5990,2783,5132,2297,5990,5132
17163504355,140,17,163,41180,476,,,Census Tract 5043.55,5146,1795,4409,1482,5146,4409
17163504500,140,17,163,41180,476,,,Census Tract 5045,5085,2147,5853,2526,5085,5853
17163504600,140,17,163,41180,476,,,Census Tract 5046,2229,1018,2092,958,2229,2092
17165955100,140,17,165,25380,999,,,Census Tract 9551,2349,1160,2697,1262,2349,2697
17165955500,140,17,165,25380,999,,,Census Tract 9555,2433,1212,2544,1316,2433,2544
17165955600,140,17,165,25380,999,,,Census Tract 9556,2532,1209,2481,1198,2532,2481
17165956000,140,17,165,25380,999,,,Census Tract 9560,2912,1424,3156,1514,2912,3156
17165956100,140,17,165,25380,999,,,Census Tract 9561,2624,1244,2879,1342,2624,2879
17165956200,140,17,165,25380,999,,,Census Tract 9562,3498,1565,3647,1547,3498,3647
17167000100,140,17,167,44100,999,,,Census Tract 1,3967,1999,4270,2027,3967,4270
17167000201,140,17,167,44100,999,,,Census Tract 2.01,2401,1221,2651,1312,2401,2651
17167000202,140,17,167,44100,999,,,Census Tract 2.02,3902,2003,4176,2139,3902,4176
17167000501,140,17,167,44100,999,,,Census Tract 5.01,2358,1052,2420,985,2358,2420
17167000700,140,17,167,44100,999,,,Census Tract 7,2104,996,2290,1016,2104,2290
17167000800,140,17,167,44100,999,,,Census Tract 8,2075,839,1715,684,2075,1715
17167000900,140,17,167,44100,999,,,Census Tract 9,2484,1217,2388,1466,2484,2388
17167001001,140,17,167,44100,999,,,Census Tract 10.01,2104,1080,2289,973,2104,2289
17167001004,140,17,167,44100,999,,,Census Tract 10.04,4631,2647,4959,2654,4631,4959
17167001200,140,17,167,44100,999,,,Census Tract 12,3526,1820,3630,1895,3526,3630
17167001500,140,17,167,44100,999,,,Census Tract 15,1005,430,1071,577,1005,1071
17167001700,140,17,167,44100,999,,,Census Tract 17,1241,549,1818,809,1241,1818
17167002000,140,17,167,44100,999,,,Census Tract 20,5955,2868,5925,2691,5955,5925
17167002100,140,17,167,44100,999,,,Census Tract 21,3688,1809,3741,1807,3688,3741
17167002200,140,17,167,44100,999,,,Census Tract 22,3375,1694,3451,1698,3375,3451
17167002300,140,17,167,44100,999,,,Census Tract 23,2460,1096,2681,1219,2460,2681
17167002400,140,17,167,44100,999,,,Census Tract 24,3582,1514,3892,1579,3582,3892
17167002700,140,17,167,44100,999,,,Census Tract 27,3406,1717,3718,1801,3406,3718
17167002801,140,17,167,44100,999,,,Census Tract 28.01,3041,1619,3417,1653,3041,3417
17167002802,140,17,167,44100,999,,,Census Tract 28.02,3394,1804,3213,1842,3394,3213
17167002900,140,17,167,44100,999,,,Census Tract 29,4953,2338,5058,2288,4953,5058
17167003100,140,17,167,44100,999,,,Census Tract 31,7296,3068,5733,2239,7296,5733
17167003201,140,17,167,44100,999,,,Census Tract 32.01,4430,1747,2529,954,4430,2529
17167003202,140,17,167,44100,999,,,Census Tract 32.02,3972,1641,3251,1222,3972,3251
17167003203,140,17,167,44100,999,,,Census Tract 32.03,5811,2168,4764,1729,5811,4764
17167003300,140,17,167,44100,999,,,Census Tract 33,5004,2133,4944,2032,5004,4944
17167003400,140,17,167,44100,999,,,Census Tract 34,6290,2497,5975,2384,6290,5975
17167003500,140,17,167,44100,999,,,Census Tract 35,5085,2131,4881,1990,5085,4881
17167003601,140,17,167,44100,999,,,Census Tract 36.01,2702,1071,2580,980,2702,2580
17167003603,140,17,167,44100,999,,,Census Tract 36.03,4899,1985,3206,1213,4899,3206
17167003700,140,17,167,44100,999,,,Census Tract 37,8372,3217,7009,2550,8372,7009
17167003801,140,17,167,44100,999,,,Census Tract 38.01,2759,1102,2899,1134,2759,2899
17167003802,140,17,167,44100,999,,,Census Tract 38.02,5846,2364,5232,2116,5846,5232
17167003901,140,17,167,44100,999,,,Census Tract 39.01,5102,1912,3611,1333,5102,3611
17167003902,140,17,167,44100,999,,,Census Tract 39.02,3829,1527,3853,1468,3829,3853
17167004000,140,17,167,44100,999,,,Census Tract 40,4352,1827,4137,1726,4352,4137
17169970200,140,17,169,99999,999,,,Census Tract 9702,3279,1587,3347,1589,3279,3347
17171970600,140,17,171,27300,999,,,Census Tract 9706,1866,867,1935,887,1866,1935
17171970700,140,17,171,27300,999,,,Census Tract 9707,3489,1592,3602,1577,3489,3602
17173959100,140,17,173,99999,999,,,Census Tract 9591,3608,1650,3836,1625,3608,3836
17173959400,140,17,173,99999,999,,,Census Tract 9594,3416,1552,3564,1510,3416,3564
17173959500,140,17,173,99999,999,,,Census Tract 9595,3761,1662,3760,1659,3761,3760
17173959600,140,17,173,99999,999,,,Census Tract 9596,3416,1508,3497,1470,3416,3497
17177000100,140,17,177,23300,466,,,Census Tract 1,4446,2080,4490,1863,4446,4490
17177000200,140,17,177,23300,466,,,Census Tract 2,3409,1509,3506,1448,3409,3506
17177000500,140,17,177,23300,466,,,Census Tract 5,3149,1324,3253,1264,3149,3253
17177000600,140,17,177,23300,466,,,Census Tract 6,3427,1467,3563,1501,3427,3563
17177000800,140,17,177,23300,466,,,Census Tract 8,3436,1845,3915,2003,3436,3915
17177000900,140,17,177,23300,466,,,Census Tract 9,5307,2499,5757,2632,5307,5757
17177001000,140,17,177,23300,466,,,Census Tract 10,4437,2241,4090,1972,4437,4090
17177001100,140,17,177,23300,466,,,Census Tract 11,3208,1637,3124,1527,3208,3124
17177001200,140,17,177,23300,466,,,Census Tract 12,3784,1761,3933,1826,3784,3933
17177001300,140,17,177,23300,466,,,Census Tract 13,4134,1837,4203,1844,4134,4203
17179020100,140,17,179,37900,426,,,Census Tract 201,2509,1235,2861,1383,2509,2861
17179020301,140,17,179,37900,426,,,Census Tract 203.01,4798,2143,4836,2090,4798,4836
17179020400,140,17,179,37900,426,,,Census Tract 204,5509,2441,5505,2499,5509,5505
17179020700,140,17,179,37900,426,,,Census Tract 207,4396,1890,4078,1675,4396,4078
17179020800,140,17,179,37900,426,,,Census Tract 208,3437,1579,3772,1636,3437,3772
17179020900,140,17,179,37900,426,,,Census Tract 209,2243,960,2514,996,2243,2514
17179021000,140,17,179,37900,426,,,Census Tract 210,5647,2563,5957,2628,5647,5957
17179021101,140,17,179,37900,426,,,Census Tract 211.01,6821,3128,7057,3131,6821,7057
17179021102,140,17,179,37900,426,,,Census Tract 211.02,5836,2718,5531,2468,5836,5531
17179021202,140,17,179,37900,426,,,Census Tract 212.02,3379,1558,3413,1463,3379,3413
17179021203,140,17,179,37900,426,,,Census Tract 212.03,4785,1982,4283,1757,4785,4283
17179021500,140,17,179,37900,426,,,Census Tract 215,7004,3138,6514,2748,7004,6514
17179021603,140,17,179,37900,426,,,Census Tract 216.03,5291,2057,4719,1807,5291,4719
17179021604,140,17,179,37900,426,,,Census Tract 216.04,2031,1039,2024,975,2031,2024
17179021701,140,17,179,37900,426,,,Census Tract 217.01,6051,2333,5159,1970,6051,5159
17179021702,140,17,179,37900,426,,,Census Tract 217.02,5647,2261,5367,2063,5647,5367
17179021801,140,17,179,37900,426,,,Census Tract 218.01,5669,1651,5292,1431,5669,5292
