GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
17031810400,140,17,031,16980,176,,,Census Tract 8104,5350,2061,5357,2050,5350,5357
17031810501,140,17,031,16980,176,,,Census Tract 8105.01,5049,2051,5062,1953,5049,5062
17031810600,140,17,031,16980,176,,,Census Tract 8106,4717,1972,4719,2051,4717,4719
17031810701,140,17,031,16980,176,,,Census Tract 8107.01,4916,2034,5039,2038,4916,5039
17031810702,140,17,031,16980,176,,,Census Tract 8107.02,3918,1702,3861,1667,3918,3861
17031810800,140,17,031,16980,176,,,Census Tract 8108,5324,1842,5424,1887,5324,5424
17031810900,140,17,031,16980,176,,,Census Tract 8109,6429,2757,6541,2798,6429,6541
17031811000,140,17,031,16980,176,,,Census Tract 8110,4296,1755,4540,1760,4296,4540
17031811100,140,17,031,16980,176,,,Census Tract 8111,6520,2994,6899,3069,6520,6899
17031811301,140,17,031,16980,176,,,Census Tract 8113.01,4845,1578,4889,1609,4845,4889
17031811302,140,17,031,16980,176,,,Census Tract 8113.02,3778,1281,3798,1282,3778,3798
17031811401,140,17,031,16980,176,,,Census Tract 8114.01,4842,1790,4855,1756,4842,4855
17031811402,140,17,031,16980,176,,,Census Tract 8114.02,4433,1598,4404,1595,4433,4404
17031811500,140,17,031,16980,176,,,Census Tract 8115,5895,2063,6080,2076,5895,6080
17031811600,140,17,031,16980,176,,,Census Tract 8116,6213,2530,6356,2364,6213,6356
17031811701,140,17,031,16980,176,,,Census Tract 8117.01,3858,1186,4694,1323,3858,4694
17031811900,140,17,031,16980,176,,,Census Tract 8119,5738,1917,6037,1945,5738,6037
17031812000,140,17,031,16980,176,,,Census Tract 8120,5434,2259,5598,2287,5434,5598
17031812100,140,17,031,16980,176,,,Census Tract 8121,4560,1765,4855,1771,4560,4855
17031812200,140,17,031,16980,176,,,Census Tract 8122,3942,1405,3969,1401,3942,3969
17031812301,140,17,031,16980,176,,,Census Tract 8123.01,3972,2638,3731,2441,3972,3731
17031812302,140,17,031,16980,176,,,Census Tract 8123.02,2818,1115,2646,1031,2818,2646
17031812400,140,17,031,16980,176,,,Census Tract 8124,3491,1263,3431,1237,3491,3431
17031812500,140,17,031,16980,176,,,Census Tract 8125,3375,1787,3613,1822,3375,3613
17031812600,140,17,031,16980,176,,,Census Tract 8126,3706,2018,3753,1948,3706,3753
17031812700,140,17,031,16980,176,,,Census Tract 8127,3216,1772,3285,1746,3216,3285
17031812900,140,17,031,16980,176,,,Census Tract 8129,4749,1992,4651,1858,4749,4651
17031813000,140,17,031,16980,176,,,Census Tract 8130,3873,1545,4100,1548,3873,4100
17031813100,140,17,031,16980,176,,,Census Tract 8131,4538,1982,4853,1969,4538,4853
17031813301,140,17,031,16980,176,,,Census Tract 8133.01,3502,1047,4073,1108,3502,4073
17031813400,140,17,031,16980,176,,,Census Tract 8134,7551,2087,7637,2027,7551,7637
17031813500,140,17,031,16980,176,,,Census Tract 8135,6994,2068,6911,2100,6994,6911
17031813600,140,17,031,16980,176,,,Census Tract 8136,5334,1453,5244,1426,5334,5244
17031813701,140,17,031,16980,176,,,Census Tract 8137.01,3780,1138,4021,1112,3780,4021
17031813702,140,17,031,16980,176,,,Census Tract 8137.02,4263,1137,4535,1112,4263,4535
17031813801,140,17,031,16980,176,,,Census Tract 8138.01,2893,821,3096,834,2893,3096
17031814000,140,17,031,16980,176,,,Census Tract 8140,4746,1398,4798,1455,4746,4798
17031814100,140,17,031,16980,176,,,Census Tract 8141,4544,1357,4567,1355,4544,4567
17031814200,140,17,031,16980,176,,,Census Tract 8142,7375,2203,7792,2289,7375,7792
17031814400,140,17,031,16980,176,,,Census Tract 8144,7654,2389,7217,2433,7654,7217
17031814700,140,17,031,16980,176,,,Census Tract 8147,5646,1954,5583,1956,5646,5583
17031815000,140,17,031,16980,176,,,Census Tract 8150,4131,1426,3923,1448,4131,3923
17031815100,140,17,031,16980,176,,,Census Tract 8151,4435,1387,4183,1426,4435,4183
17031815200,140,17,031,16980,176,,,Census Tract 8152,6967,2407,6599,2370,6967,6599
17031815300,140,17,031,16980,176,,,Census Tract 8153,3617,1376,3510,1372,3617,3510
17031815400,140,17,031,16980,176,,,Census Tract 8154,5502,2485,5365,2394,5502,5365
17031815500,140,17,031,16980,176,,,Census Tract 8155,7989,2742,7259,2711,7989,7259
17031815600,140,17,031,16980,176,,,Census Tract 8156,4973,2216,4979,2218,4973,4979
17031815701,140,17,031,16980,176,,,Census Tract 8157.01,3927,1569,3919,1555,3927,3919
17031815702,140,17,031,16980,176,,,Census Tract 8157.02,5128,2195,5149,2197,5128,5149
17031815800,140,17,031,16980,176,,,Census Tract 8158,1566,639,1657,654,1566,1657
17031815900,140,17,031,16980,176,,,Census Tract 8159,4392,2865,5080,3103,4392,5080
17031816000,140,17,031,16980,176,,,Census Tract 8160,3330,1875,3552,1721,3330,3552
17031816100,140,17,031,16980,176,,,Census Tract 8161,6445,3094,7056,3157,6445,7056
17031816200,140,17,031,16980,176,,,Census Tract 8162,4192,1724,3741,1307,4192,3741
17031816300,140,17,031,16980,176,,,Census Tract 8163,4800,1633,4150,1574,4800,4150
17031816401,140,17,031,16980,176,,,Census Tract 8164.01,5142,1491,4687,1414,5142,4687
17031816402,140,17,031,16980,176,,,Census Tract 8164.02,4404,1358,4094,1284,4404,4094
17031816500,140,17,031,16980,176,,,Census Tract 8165,4438,1418,4067,1429,4438,4067
17031816600,140,17,031,16980,176,,,Census Tract 8166,4828,1264,4909,1262,4828,4909
17031816700,140,17,031,16980,176,,,Census Tract 8167,2809,874,2980,860,2809,2980
17031816800,140,17,031,16980,176,,,Census Tract 8168,5368,2064,5455,1912,5368,5455
17031816900,140,17,031,16980,176,,,Census Tract 8169,5885,1820,5905,1835,5885,5905
17031817000,140,17,031,16980,176,,,Census Tract 8170,5459,1826,6069,1873,5459,6069
17031817101,140,17,031,16980,176,,,Census Tract 8171.01,4542,1854,4988,1843,4542,4988
17031817102,140,17,031,16980,176,,,Census Tract 8171.02,3189,1126,3573,1132,3189,3573
17031817200,140,17,031,16980,176,,,Census Tract 8172,4684,1707,5212,1733,4684,5212
17031817400,140,17,031,16980,176,,,Census Tract 8174,4204,1199,4448,1182,4204,4448
17031817500,140,17,031,16980,176,,,Census Tract 8175,3623,1495,4180,1484,3623,4180
17031817600,140,17,031,16980,176,,,Census Tract 8176,3997,1393,4597,1410,3997,4597
17031817700,140,17,031,16980,176,,,Census Tract 8177,4929,1634,5642,1656,4929,5642
17031817900,140,17,031,16980,176,,,Census Tract 8179,5632,2417,5966,2360,5632,5966
17031818000,140,17,031,16980,176,,,Census Tract 8180,4234,1760,4269,1749,4234,4269
17031818200,140,17,031,16980,176,,,Census Tract 8182,4702,1923,4680,1908,4702,4680
17031818300,140,17,031,16980,176,,,Census Tract 8183,5826,2077,5782,2085,5826,5782
17031818401,140,17,031,16980,176,,,Census Tract 8184.01,3634,1413,3682,1410,3634,3682
17031818402,140,17,031,16980,176,,,Census Tract 8184.02,3051,1504,3078,1460,3051,3078
17031818500,140,17,031,16980,176,,,Census Tract 8185,5682,2664,5849,2589,5682,5849
17031818900,140,17,031,16980,176,,,Census Tract 8189,4299,2051,4317,1804,4299,4317
17031819000,140,17,031,16980,176,,,Census Tract 8190,5117,1810,4602,1772,5117,4602
17031819100,140,17,031,16980,176,,,Census Tract 8191,4552,1969,4345,1830,4552,4345
17031819300,140,17,031,16980,176,,,Census Tract 8193,2693,1123,2811,1139,2693,2811
17031819400,140,17,031,16980,176,,,Census Tract 8194,5538,2251,5446,2222,5538,5446
17031819500,140,17,031,16980,176,,,Census Tract 8195,3212,1615,3474,1479,3212,3474
17031819600,140,17,031,16980,176,,,Census Tract 8196,4010,1386,4009,1392,4010,4009
17031819700,140,17,031,16980,176,,,Census Tract 8197,5917,1979,5789,1970,5917,5789
17031819801,140,17,031,16980,176,,,Census Tract 8198.01,5278,1788,5157,1803,5278,5157
17031819802,140,17,031,16980,176,,,Census Tract 8198.02,2678,964,2751,969,2678,2751
17031820000,140,17,031,16980,176,,,Census Tract 8200,2158,734,2125,714,2158,2125
17031820101,140,17,031,16980,176,,,Census Tract 8201.01,6937,3151,7069,2919,6937,7069
17031820103,140,17,031,16980,176,,,Census Tract 8201.03,4016,1625,3990,1592,4016,3990
17031820104,140,17,031,16980,176,,,Census Tract 8201.04,4165,1843,4026,1837,4165,4026
17031820201,140,17,031,16980,176,,,Census Tract 8202.01,7827,3431,7126,2913,7827,7126
17031820202,140,17,031,16980,176,,,Census Tract 8202.02,3536,1536,3809,1674,3536,3809
17031820400,140,17,031,16980,176,,,Census Tract 8204,5701,1843,5435,1772,5701,5435
17031820501,140,17,031,16980,176,,,Census Tract 8205.01,6115,2160,6143,2131,6115,6143
17031820502,140,17,031,16980,176,,,Census Tract 8205.02,5150,1824,5052,1878,5150,5052
17031820603,140,17,031,16980,176,,,Census Tract 8206.03,5254,2045,5159,2024,5254,5159
17031820604,140,17,031,16980,176,,,Census Tract 8206.04,3839,1537,3770,1521,3839,3770
17031820605,140,17,031,16980,176,,,Census Tract 8206.05,4604,2072,4245,1792,4604,4245
17031820700,140,17,031,16980,176,,,Census Tract 8207,6786,3000,6148,2334,6786,6148
17031820800,140,17,031,16980,176,,,Census Tract 8208,3626,1173,3223,1110,3626,3223
17031820901,140,17,031,16980,176,,,Census Tract 8209.01,5686,2075,5853,2058,5686,5853
17031820902,140,17,031,16980,176,,,Census Tract 8209.02,5017,1616,4559,1543,5017,4559
17031821002,140,17,031,16980,176,,,Census Tract 8210.02,5593,1889,5490,1850,5593,5490
17031821101,140,17,031,16980,176,,,Census Tract 8211.01,4784,1509,4380,1430,4784,4380
17031821102,140,17,031,16980,176,,,Census Tract 8211.02,4047,1358,3941,1372,4047,3941
17031821200,140,17,031,16980,176,,,Census Tract 8212,6003,2406,6487,2510,6003,6487
17031821300,140,17,031,16980,176,,,Census Tract 8213,5519,2133,5750,2148,5519,5750
17031821600,140,17,031,16980,176,,,Census Tract 8216,4393,1752,4532,1736,4393,4532
17031821700,140,17,031,16980,176,,,Census Tract 8217,4889,1838,5246,1848,4889,5246
17031821800,140,17,031,16980,176,,,Census Tract 8218,5337,2026,5730,2085,5337,5730
17031821900,140,17,031,16980,176,,,Census Tract 8219,5233,1943,5313,1948,5233,5313
17031822101,140,17,031,16980,176,,,Census Tract 8221.01,4480,1727,4255,1589,4480,4255
17031822102,140,17,031,16980,176,,,Census Tract 8221.02,4414,2159,4265,2129,4414,4265
17031822200,140,17,031,16980,176,,,Census Tract 8222,3703,1364,3768,1365,3703,3768
17031822301,140,17,031,16980,176,,,Census Tract 8223.01,3836,1343,3761,1321,3836,3761
17031822302,140,17,031,16980,176,,,Census Tract 8223.02,4484,1663,4376,1632,4484,4376
17031822400,140,17,031,16980,176,,,Census Tract 8224,6226,2334,6079,2329,6226,6079
17031822500,140,17,031,16980,176,,,Census Tract 8225,4455,1670,4244,1596,4455,4244
17031822601,140,17,031,16980,176,,,Census Tract 8226.01,4470,1771,4548,1770,4470,4548
17031822602,140,17,031,16980,176,,,Census Tract 8226.02,7061,3071,6493,2813,7061,6493
17031822701,140,17,031,16980,176,,,Census Tract 8227.01,4181,2187,4198,2210,4181,4198
17031822702,140,17,031,16980,176,,,Census Tract 8227.02,3745,1707,3687,1700,3745,3687
17031822801,140,17,031,16980,176,,,Census Tract 8228.01,3345,1634,3273,1630,3345,3273
17031822802,140,17,031,16980,176,,,Census Tract 8228.02,3616,1400,3624,1382,3616,3624
17031822900,140,17,031,16980,176,,,Census Tract 8229,2042,725,2070,725,2042,2070
17031823001,140,17,031,16980,176,,,Census Tract 8230.01,6450,2777,6517,2787,6450,6517
17031823101,140,17,031,16980,176,,,Census Tract 8231.01,4412,1837,4474,1811,4412,4474
17031823102,140,17,031,16980,176,,,Census Tract 8231.02,3641,1445,3732,1463,3641,3732
17031823200,140,17,031,16980,176,,,Census Tract 8232,4877,1953,4762,1770,4877,4762
17031823302,140,17,031,16980,176,,,Census Tract 8233.02,5794,2615,6013,2554,5794,6013
17031823303,140,17,031,16980,176,,,Census Tract 8233.03,4519,1712,4739,1697,4519,4739
17031823304,140,17,031,16980,176,,,Census Tract 8233.04,5927,2652,6024,2669,5927,6024
17031823400,140,17,031,16980,176,,,Census Tract 8234,5052,1906,4823,1814,5052,4823
17031823500,140,17,031,16980,176,,,Census Tract 8235,4545,1709,4629,1722,4545,4629
17031823602,140,17,031,16980,176,,,Census Tract 8236.02,6267,2951,5959,2544,6267,5959
17031823605,140,17,031,16980,176,,,Census Tract 8236.05,4547,1642,4501,1610,4547,4501
17031823703,140,17,031,16980,176,,,Census Tract 8237.03,7940,3108,6686,2935,7940,6686
17031823705,140,17,031,16980,176,,,Census Tract 8237.05,4618,1784,4710,1761,4618,4710
17031823801,140,17,031,16980,176,,,Census Tract 8238.01,5716,2379,5419,2019,5716,5419
17031823803,140,17,031,16980,176,,,Census Tract 8238.03,6760,2711,6772,2640,6760,6772
17031823901,140,17,031,16980,176,,,Census Tract 8239.01,3519,1513,3151,1255,3519,3151
17031823903,140,17,031,16980,176,,,Census Tract 8239.03,4707,1781,4983,1705,4707,4983
17031823904,140,17,031,16980,176,,,Census Tract 8239.04,4016,1796,4134,1787,4016,4134
17031824003,140,17,031,16980,176,,,Census Tract 8240.03,6336,2240,5391,1722,6336,5391
17031824004,140,17,031,16980,176,,,Census Tract 8240.04,5371,2195,4571,1687,5371,4571
17031824005,140,17,031,16980,176,,,Census Tract 8240.05,5539,2032,4734,1584,5539,4734
17031824006,140,17,031,16980,176,,,Census Tract 8240.06,3867,1376,3304,1072,3867,3304
17031824105,140,17,031,16980,176,,,Census Tract 8241.05,6845,2582,6298,2223,6845,6298
17031824107,140,17,031,16980,176,,,Census Tract 8241.07,6493,2752,7047,2735,6493,7047
17031824108,140,17,031,16980,176,,,Census Tract 8241.08,8063,2853,7606,2478,8063,7606
17031824113,140,17,031,16980,176,,,Census Tract 8241.13,6562,2219,5586,1748,6562,5586
17031824114,140,17,031,16980,176,,,Census Tract 8241.14,4709,1750,4008,1379,4709,4008
17031824115,140,17,031,16980,176,,,Census Tract 8241.15,3920,1506,3833,1466,3920,3833
17031824117,140,17,031,16980,176,,,Census Tract 8241.17,9868,3435,7451,2423,9868,7451
17031824119,140,17,031,16980,176,,,Census Tract 8241.19,5675,2052,4285,1447,5675,4285
17031824120,140,17,031,16980,176,,,Census Tract 8241.20,8680,3419,6553,2412,8680,6553
17031824121,140,17,031,16980,176,,,Census Tract 8241.21,3174,1240,3352,1178,3174,3352
17031824122,140,17,031,16980,176,,,Census Tract 8241.22,6423,2371,6785,2254,6423,6785
17031824300,140,17,031,16980,176,,,Census Tract 8243,4814,1877,5297,1836,4814,5297
17031824400,140,17,031,16980,176,,,Census Tract 8244,2317,866,2265,709,2317,2265
17031824503,140,17,031,16980,176,,,Census Tract 8245.03,6740,3068,6792,2822,6740,6792
17031824505,140,17,031,16980,176,,,Census Tract 8245.05,6869,2613,6967,2559,6869,6967
17031824506,140,17,031,16980,176,,,Census Tract 8245.06,7617,3201,7536,2896,7617,7536
17031824507,140,17,031,16980,176,,,Census Tract 8245.07,4214,1846,4035,1655,4214,4035
17031824601,140,17,031,16980,176,,,Census Tract 8246.01,4394,1720,4367,1632,4394,4367
17031824602,140,17,031,16980,176,,,Census Tract 8246.02,6545,2579,6359,2446,6545,6359
17031824701,140,17,031,16980,176,,,Census Tract 8247.01,3962,1423,3828,1409,3962,3828
17031824702,140,17,031,16980,176,,,Census Tract 8247.02,5607,2030,5382,2008,5607,5382
17031824800,140,17,031,16980,176,,,Census Tract 8248,7756,2422,6518,2173,7756,6518
17031824900,140,17,031,16980,176,,,Census Tract 8249,3079,1086,2805,896,3079,2805
17031825200,140,17,031,16980,176,,,Census Tract 8252,2009,689,1964,654,2009,1964
17031825302,140,17,031,16980,176,,,Census Tract 8253.02,6277,2464,5982,2341,6277,5982
17031825304,140,17,031,16980,176,,,Census Tract 8253.04,4056,1647,4116,1570,4056,4116
17031825400,140,17,031,16980,176,,,Census Tract 8254,5419,2531,6027,2400,5419,6027
17031825501,140,17,031,16980,176,,,Census Tract 8255.01,5583,2121,5885,1931,5583,5885
17031825503,140,17,031,16980,176,,,Census Tract 8255.03,6608,2526,6875,2488,6608,6875
17031825504,140,17,031,16980,176,,,Census Tract 8255.04,3734,1343,4119,1350,3734,4119
17031825600,140,17,031,16980,176,,,Census Tract 8256,5627,1947,5768,1834,5627,5768
17031825700,140,17,031,16980,176,,,Census Tract 8257,4206,1544,4170,1539,4206,4170
17031825802,140,17,031,16980,176,,,Census Tract 8258.02,5850,2253,6617,2309,5850,6617
17031825803,140,17,031,16980,176,,,Census Tract 8258.03,5811,2474,6181,2457,5811,6181
17031825900,140,17,031,16980,176,,,Census Tract 8259,3374,1255,3434,1309,3374,3434
17031826100,140,17,031,16980,176,,,Census Tract 8261,6414,2534,6502,2703,6414,6502
17031826201,140,17,031,16980,176,,,Census Tract 8262.01,3596,2094,3673,1961,3596,3673
17031826202,140,17,031,16980,176,,,Census Tract 8262.02,5873,2243,5817,2277,5873,5817
17031826301,140,17,031,16980,176,,,Census Tract 8263.01,3956,1489,4023,1500,3956,4023
17031826303,140,17,031,16980,176,,,Census Tract 8263.03,4162,1434,4177,1388,4162,4177
17031826304,140,17,031,16980,176,,,Census Tract 8263.04,3203,1440,3595,1463,3203,3595
17031826401,140,17,031,16980,176,,,Census Tract 8264.01,4072,1510,4533,1528,4072,4533
17031826600,140,17,031,16980,176,,,Census Tract 8266,5540,2138,5916,2108,5540,5916
17031826800,140,17,031,16980,176,,,Census Tract 8268,5436,1939,5458,2121,5436,5458
17031826901,140,17,031,16980,176,,,Census Tract 8269.01,1894,840,2568,933,1894,2568
17031827100,140,17,031,16980,176,,,Census Tract 8271,2716,1124,3455,1181,2716,3455
17031827200,140,17,031,16980,176,,,Census Tract 8272,4140,1571,4449,1631,4140,4449
17031827500,140,17,031,16980,176,,,Census Tract 8275,5382,1773,5685,1839,5382,5685
17031827801,140,17,031,16980,176,,,Census Tract 8278.01,4998,1644,5055,1856,4998,5055
17031827802,140,17,031,16980,176,,,Census Tract 8278.02,3385,1191,3487,1182,3385,3487
17031827804,140,17,031,16980,176,,,Census Tract 8278.04,3308,1195,3274,1177,3308,3274
17031827901,140,17,031,16980,176,,,Census Tract 8279.01,2605,889,2562,799,2605,2562
17031827902,140,17,031,16980,176,,,Census Tract 8279.02,4524,1851,4591,1847,4524,4591
17031828000,140,17,031,16980,176,,,Census Tract 8280,5147,2006,5066,2019,5147,5066
17031828100,140,17,031,16980,176,,,Census Tract 8281,4844,2173,4983,2153,4844,4983
17031828201,140,17,031,16980,176,,,Census Tract 8282.01,4290,1768,4066,1782,4290,4066
17031828202,140,17,031,16980,176,,,Census Tract 8282.02,4585,1991,4624,2002,4585,4624
17031828300,140,17,031,16980,176,,,Census Tract 8283,3264,1526,3436,1507,3264,3436
17031828401,140,17,031,16980,176,,,Census Tract 8284.01,3644,1558,3713,1537,3644,3713
17031828402,140,17,031,16980,176,,,Census Tract 8284.02,3843,1840,3787,1792,3843,3787
17031828503,140,17,031,16980,176,,,Census Tract 8285.03,4627,1710,4984,1714,4627,4984
17031828505,140,17,031,16980,176,,,Census Tract 8285.05,6428,2512,5802,2256,6428,5802
17031828506,140,17,031,16980,176,,,Census Tract 8285.06,8544,3382,8320,3204,8544,8320
17031828601,140,17,031,16980,176,,,Census Tract 8286.01,4187,1706,4344,1686,4187,4344
17031828701,140,17,031,16980,176,,,Census Tract 8287.01,4071,1513,4042,1486,4071,4042
17031828702,140,17,031,16980,176,,,Census Tract 8287.02,4916,1899,5089,1867,4916,5089
17031828801,140,17,031,16980,176,,,Census Tract 8288.01,4969,1807,5090,1826,4969,5090
17031828802,140,17,031,16980,176,,,Census Tract 8288.02,3038,1137,3135,1132,3038,3135
17031828900,140,17,031,16980,176,,,Census Tract 8289,3920,1388,3895,1355,3920,3895
17031829000,140,17,031,16980,176,,,Census Tract 8290,1327,645,2070,876,1327,2070
17031829100,140,17,031,16980,176,,,Census Tract 8291,4144,1568,5048,1687,4144,5048
17031829200,140,17,031,16980,176,,,Census Tract 8292,5951,2082,6153,2102,5951,6153
17031829302,140,17,031,16980,176,,,Census Tract 8293.02,3982,1431,4224,1411,3982,4224
17031829401,140,17,031,16980,176,,,Census Tract 8294.01,1394,534,1923,528,1394,1923
17031829402,140,17,031,16980,176,,,Census Tract 8294.02,3346,1670,3774,1671,3346,3774
17031829500,140,17,031,16980,176,,,Census Tract 8295,4146,1665,3988,1637,4146,3988
17031829901,140,17,031,16980,176,,,Census Tract 8299.01,8744,3693,6527,2430,8744,6527
17031830001,140,17,031,16980,176,,,Census Tract 8300.01,2105,1204,1884,1022,2105,1884
17031830003,140,17,031,16980,176,,,Census Tract 8300.03,7985,2753,4992,1630,7985,4992
17031830004,140,17,031,16980,176,,,Census Tract 8300.04,7233,2502,5219,1823,7233,5219
17031830006,140,17,031,16980,176,,,Census Tract 8300.06,2487,1136,2307,1007,2487,2307
17031830007,140,17,031,16980,176,,,Census Tract 8300.07,5039,1868,4565,1549,5039,4565
17031830008,140,17,031,16980,176,,,Census Tract 8300.08,4537,1609,4110,1335,4537,4110
17031830100,140,17,031,16980,176,,,Census Tract 8301,3356,1206,3376,1173,3356,3376
17031830202,140,17,031,16980,176,,,Census Tract 8302.02,3569,1190,3034,989,3569,3034
17031830300,140,17,031,16980,176,,,Census Tract 8303,4748,2737,5506,2472,4748,5506
17031830400,140,17,031,16980,176,,,Census Tract 8304,4453,1957,4823,1957,4453,4823
17031830500,140,17,031,16980,176,,,Census Tract 8305,4660,1268,5178,1259,4660,5178
17031830600,140,17,031,16980,176,,,Census Tract 8306,5005,2219,6492,2221,5005,6492
17031831100,140,17,031,16980,176,,,Census Tract 8311,7453,2964,7889,2865,7453,7889
17031831300,140,17,031,16980,176,,,Census Tract 8313,1280,396,1432,426,1280,1432
17031831400,140,17,031,16980,176,,,Census Tract 8314,2964,1143,3651,1206,2964,3651
17031831500,140,17,031,16980,176,,,Census Tract 8315,4079,1342,3345,1064,4079,3345
17031831700,140,17,031,16980,176,,,Census Tract 8317,2075,781,2091,750,2075,2091
17031831900,140,17,031,16980,176,,,Census Tract 8319,2717,1530,2486,1464,2717,2486
17031832000,140,17,031,16980,176,,,Census Tract 8320,1798,1008,1660,937,1798,1660
17031832100,140,17,031,16980,176,,,Census Tract 8321,3297,2030,3088,1923,3297,3088
17031832500,140,17,031,16980,176,,,Census Tract 8325,3606,1524,3091,1592,3606,3091
17031832600,140,17,031,16980,176,,,Census Tract 8326,3727,2007,3867,2086,3727,3867
17031832900,140,17,031,16980,176,,,Census Tract 8329,2212,1239,2513,1305,2212,2513
17031833100,140,17,031,16980,176,,,Census Tract 8331,6895,4213,2646,1068,6895,2646
17031833900,140,17,031,16980,176,,,Census Tract 8339,2714,1068,3268,1159,2714,3268
17031834200,140,17,031,16980,176,,,Census Tract 8342,4944,2481,5973,2618,4944,5973
17031834400,140,17,031,16980,176,,,Census Tract 8344,3772,1886,3463,1597,3772,3463
17031834600,140,17,031,16980,176,,,Census Tract 8346,3778,1622,5149,1916,3778,5149
17031834800,140,17,031,16980,176,,,Census Tract 8348,1953,1044,2860,1179,1953,2860
17031835000,140,17,031,16980,176,,,Census Tract 8350,5778,2229,7084,2130,5778,7084
17031835100,140,17,031,16980,176,,,Census Tract 8351,5369,1448,5559,1431,5369,5559
17031835200,140,17,031,16980,176,,,Census Tract 8352,2060,713,2081,722,2060,2081
17031836000,140,17,031,16980,176,,,Census Tract 8360,2177,1094,3050,1389,2177,3050
17031836200,140,17,031,16980,176,,,Census Tract 8362,1529,297,1725,561,1529,1725
17031836800,140,17,031,16980,176,,,Census Tract 8368,2661,1262,2784,1065,2661,2784
17031838000,140,17,031,16980,176,,,Census Tract 8380,2561,1399,2302,1160,2561,2302
17031838300,140,17,031,16980,176,,,Census Tract 8383,1631,839,2465,1149,1631,2465
17031838600,140,17,031,16980,176,,,Census Tract 8386,1598,647,1290,581,1598,1290
17031838700,140,17,031,16980,176,,,Census Tract 8387,4484,1918,4886,1760,4484,4886
17031839000,140,17,031,16980,176,,,Census Tract 8390,7311,4891,5271,2836,7311,5271
17031839100,140,17,031,16980,176,,,Census Tract 8391,4350,3215,2631,1896,4350,2631
17031839200,140,17,031,16980,176,,,Census Tract 8392,2545,1651,3111,2063,2545,3111
17031839700,140,17,031,16980,176,,,Census Tract 8397,4326,2023,4608,1946,4326,4608
17031839800,140,17,031,16980,176,,,Census Tract 8398,2730,1229,2713,1237,2730,2713
17031839900,140,17,031,16980,176,,,Census Tract 8399,4080,1872,4071,1684,4080,4071
17031840000,140,17,031,16980,176,,,Census Tract 8400,2695,1060,2587,1009,2695,2587
17031840100,140,17,031,16980,176,,,Census Tract 8401,2935,1124,2996,1130,2935,2996
17031840300,140,17,031,16980,176,,,Census Tract 8403,3950,1309,3860,1246,3950,3860
17031840700,140,17,031,16980,176,,,Census Tract 8407,4249,1401,4934,1303,4249,4934
17031840800,140,17,031,16980,176,,,Census Tract 8408,3716,1014,4316,1068,3716,4316
17031841100,140,17,031,16980,176,,,Census Tract 8411,7254,2898,5830,2314,7254,5830
17031841400,140,17,031,16980,176,,,Census Tract 8414,1559,611,1727,611,1559,1727
17031841700,140,17,031,16980,176,,,Census Tract 8417,1442,866,1820,854,1442,1820
17031841800,140,17,031,16980,176,,,Census Tract 8418,2505,1187,3282,1278,2505,3282
17031841900,140,17,031,16980,176,,,Census Tract 8419,4865,1736,1523,696,4865,1523
17031842000,140,17,031,16980,176,,,Census Tract 8420,2744,378,4499,1215,2744,4499
17031842200,140,17,031,16980,176,,,Census Tract 8422,2603,1710,2783,1251,2603,2783
17031842400,140,17,031,16980,176,,,Census Tract 8424,3304,1434,3833,1480,3304,3833
17031842600,140,17,031,16980,176,,,Census Tract 8426,4133,1666,4169,1597,4133,4169
17031842800,140,17,031,16980,176,,,Census Tract 8428,7498,2359,7296,2147,7498,7296
17031842900,140,17,031,16980,176,,,Census Tract 8429,2341,1208,4492,2284,2341,4492
17031843100,140,17,031,16980,176,,,Census Tract 8431,1892,734,2209,686,1892,2209
17031843200,140,17,031,16980,176,,,Census Tract 8432,2780,958,3191,1054,2780,3191
17031843500,140,17,031,16980,176,,,Census Tract 8435,11309,329,11341,342,11309,11341
17031843700,140,17,031,16980,176,,,Census Tract 8437,2117,999,2034,899,2117,2034
17031843800,140,17,031,16980,176,,,Census Tract 8438,2110,879,2508,858,2110,2508
17031843900,140,17,031,16980,176,,,Census Tract 8439,3533,2277,4136,2294,3533,4136
17031980000,140,17,031,16980,176,,,Census Tract 9800,0,0,0,0,0,0
17031980100,140,17,031,16980,176,,,Census Tract 9801,0,0,0,0,0,0
17031990000,140,17,031,16980,176,,,Census Tract 9900,0,0,0,0,0,0
17033880300,140,17,033,99999,999,,,Census Tract 8803,3453,1732,3598,1750,3453,3598
17033880400,140,17,033,99999,999,,,Census Tract 8804,3161,1564,3390,1695,3161,3390
17033880500,140,17,033,99999,999,,,Census Tract 8805,3728,1201,3770,1227,3728,3770
17033880600,140,17,033,99999,999,,,Census Tract 8806,3036,1320,3150,1280,3036,3150
17035972400,140,17,035,16660,999,,,Census Tract 9724,3190,1500,3250,1494,3190,3250
17037000100,140,17,037,16980,176,,,Census Tract 1,6712,2558,5590,2118,6712,5590
17037000300,140,17,037,16980,176,,,Census Tract 3,2680,1104,2566,1012,2680,2566
17037000400,140,17,037,16980,176,,,Census Tract 4,8622,3305,4581,1654,8622,4581
17037000500,140,17,037,16980,176,,,Census Tract 5,4043,1766,3524,1469,4043,3524
