GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P008001,P008001.2000,P008002,P008002.2000,P008003,P008003.2000,P008004,P008004.2000,P008005,P008005.2000,P008006,P008006.2000,P008007,P008007.2000,P008008,P008008.2000,P008009,P008009.2000,P008010,P008010.2000,P008011,P008011.2000,P008012,P008012.2000,P008013,P008013.2000,P008014,P008014.2000,P008015,P008015.2000,P008016,P008016.2000,P008017,P008017.2000,P008018,P008018.2000,P008019,P008019.2000,P008020,P008020.2000,P008021,P008021.2000,P008022,P008022.2000,P008023,P008023.2000,P008024,P008024.2000,P008025,P008025.2000,P008026,P008026.2000,P008027,P008027.2000,P008028,P008028.2000,P008029,P008029.2000,P008030,P008030.2000,P008031,P008031.2000,P008032,P008032.2000,P008033,P008033.2000,P008034,P008034.2000,P008035,P008035.2000,P008036,P008036.2000,P008037,P008037.2000,P008038,P008038.2000,P008039,P008039.2000,P008040,P008040.2000,P008041,P008041.2000,P008042,P008042.2000,P008043,P008043.2000,P008044,P008044.2000,P008045,P008045.2000,P008046,P008046.2000,P008047,P008047.2000,P008048,P008048.2000,P008049,P008049.2000,P008050,P008050.2000,P008051,P008051.2000,P008052,P008052.2000,P008053,P008053.2000,P008054,P008054.2000,P008055,P008055.2000,P008056,P008056.2000,P008057,P008057.2000,P008058,P008058.2000,P008059,P008059.2000,P008060,P008060.2000,P008061,P008061.2000,P008062,P008062.2000,P008063,P008063.2000,P008064,P008064.2000,P008065,P008065.2000,P008066,P008066.2000,P008067,P008067.2000,P008068,P008068.2000,P008069,P008069.2000,P008070,P008070.2000,P008071,P008071.2000
17111871107,140,17,111,16980,176,,,Census Tract 8711.07,5276,1652,3448,1091,5276,3448,5190,3405,4718,3195,95,33,12,5,318,123,3,0,44,46,86,43,83,41,11,7,8,6,37,10,0,0,9,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871109,140,17,111,16980,176,,,Census Tract 8711.09,5165,1490,3377,984,5165,3377,5034,3334,4381,3128,61,33,39,5,333,121,0,0,220,45,131,42,126,40,25,7,12,6,41,10,2,0,34,11,0,0,2,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,1,0,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871201,140,17,111,16980,176,,,Census Tract 8712.01,6734,2697,7178,2676,6734,7178,6614,7114,6268,6905,45,12,28,11,115,115,1,1,157,68,120,64,116,60,20,7,23,18,46,12,2,0,20,15,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,2,0,0,4,4,1,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871202,140,17,111,16980,176,,,Census Tract 8712.02,5838,2151,6049,2166,5838,6049,5698,5985,4959,5538,91,49,34,15,119,125,2,3,493,255,140,64,138,62,44,12,20,12,29,9,0,0,28,19,2,4,2,1,0,0,0,0,0,2,0,0,6,0,0,0,2,3,5,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871205,140,17,111,16980,176,,,Census Tract 8712.05,4660,1731,5000,1710,4660,5000,4592,4943,4269,4791,28,35,5,10,59,43,0,0,231,64,68,57,67,54,17,5,16,10,14,9,0,0,19,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871207,140,17,111,16980,176,,,Census Tract 8712.07,4598,1665,4487,1490,4598,4487,4480,4428,3935,4162,120,47,6,5,263,160,3,0,153,52,118,59,109,55,28,6,8,7,36,19,2,0,22,17,0,0,0,0,0,0,2,1,2,0,0,0,4,0,1,0,4,1,0,0,9,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871208,140,17,111,16980,176,,,Census Tract 8712.08,3947,1338,3852,1198,3947,3852,3882,3801,3661,3572,35,41,9,4,135,137,7,0,35,45,65,50,54,47,15,5,3,6,25,16,0,0,7,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,2,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871209,140,17,111,16980,176,,,Census Tract 8712.09,3474,1671,3389,1496,3474,3389,3387,3345,3108,3144,53,36,24,4,84,121,0,0,118,39,87,44,76,41,22,4,17,5,15,14,1,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,11,2,2,0,4,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871301,140,17,111,16980,176,,,Census Tract 8713.01,4653,1833,4753,1768,4653,4753,4583,4727,4321,4544,25,19,23,7,59,72,0,1,155,84,70,26,68,26,5,3,10,4,36,6,2,0,7,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871304,140,17,111,16980,176,,,Census Tract 8713.04,3215,1318,3287,1225,3215,3287,3166,3276,3032,3181,11,17,8,9,45,49,1,0,69,20,49,11,49,11,12,3,13,1,14,6,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871305,140,17,111,16980,176,,,Census Tract 8713.05,6705,2070,4821,1478,6705,4821,6599,4772,6165,4579,26,5,5,10,185,37,0,0,218,141,106,49,104,44,10,0,22,15,43,14,0,1,19,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871306,140,17,111,16980,176,,,Census Tract 8713.06,8421,2953,7214,2297,8421,7214,8258,7136,7591,6831,56,34,17,12,236,145,1,2,357,112,163,78,142,77,17,15,13,4,54,24,1,0,39,31,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,14,1,0,0,19,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871307,140,17,111,16980,176,,,Census Tract 8713.07,4855,1710,5210,1689,4855,5210,4801,5165,4503,5022,43,20,11,4,37,42,0,2,207,75,54,45,53,45,15,8,10,13,23,14,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871311,140,17,111,16980,176,,,Census Tract 8713.11,4496,1823,4747,1754,4496,4747,4426,4703,3990,4544,120,49,25,5,120,51,6,1,165,52,70,43,64,41,9,5,13,7,21,9,1,0,10,17,3,0,2,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,6,2,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871402,140,17,111,16980,176,,,Census Tract 8714.02,6246,2469,6764,2426,6246,6764,6141,6701,5912,6453,38,38,7,7,121,128,0,3,63,72,105,63,103,61,27,17,26,13,38,26,0,1,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871404,140,17,111,16980,176,,,Census Tract 8714.04,4536,1759,4702,1599,4536,4702,4465,4643,4089,4403,65,43,11,8,198,117,0,1,102,71,71,59,65,57,16,6,5,14,20,17,2,1,14,12,1,1,0,3,0,0,1,0,1,0,0,0,0,0,1,0,4,3,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871500,140,17,111,16980,176,,,Census Tract 8715,11348,4980,6778,2331,11348,6778,11245,6745,10870,6588,71,13,16,20,195,58,0,1,93,65,103,33,98,33,16,4,33,14,34,4,2,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111871600,140,17,111,16980,176,,,Census Tract 8716,4935,2042,4899,1918,4935,4899,4877,4860,4593,4714,25,17,14,6,66,26,2,0,177,97,58,39,57,36,11,6,15,4,17,14,2,0,7,8,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000102,140,17,113,14060,999,,,Census Tract 1.02,6831,2736,6839,2660,6831,6839,6701,6771,6101,6202,449,437,15,12,84,76,6,1,46,43,130,68,119,66,82,19,10,8,12,11,2,0,9,16,1,3,0,0,0,1,0,6,2,0,0,0,0,0,1,0,0,2,0,0,11,2,7,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000104,140,17,113,14060,999,,,Census Tract 1.04,10908,4141,7413,2864,10908,7413,10592,7254,8253,5690,1622,1090,21,11,520,370,3,1,173,92,316,159,298,151,138,92,35,13,53,18,0,0,32,16,7,0,8,4,1,0,6,1,0,1,0,0,1,0,1,4,15,2,1,0,15,8,7,0,0,4,0,0,5,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000301,140,17,113,14060,999,,,Census Tract 3.01,4189,1648,3184,1388,4189,3184,4107,3140,3654,2850,335,184,6,8,47,53,2,2,63,43,82,44,77,39,46,21,12,9,9,3,1,0,6,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,3,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000302,140,17,113,14060,999,,,Census Tract 3.02,5828,2503,5047,1941,5828,5047,5662,4991,4722,4547,826,303,6,7,53,88,0,0,55,46,166,56,157,51,93,23,16,5,24,7,0,0,13,10,2,0,3,1,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,9,5,3,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000400,140,17,113,14060,999,,,Census Tract 4,2876,1034,2942,1029,2876,2942,2832,2903,2651,2747,99,81,4,6,51,35,7,1,20,33,44,39,32,39,12,10,4,3,9,6,2,0,4,13,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000501,140,17,113,14060,999,,,Census Tract 5.01,2690,1367,2591,1262,2690,2591,2621,2563,2388,2316,167,180,1,3,35,39,2,0,28,25,69,28,60,26,17,13,3,1,29,1,0,0,4,5,5,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,0,0,8,2,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000502,140,17,113,14060,999,,,Census Tract 5.02,2517,1130,2620,1129,2517,2620,2487,2599,2338,2479,97,76,3,3,30,23,0,0,19,18,30,21,27,18,15,4,3,1,6,9,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113000505,140,17,113,14060,999,,,Census Tract 5.05,5508,1847,2859,921,5508,2859,5367,2803,4559,2518,164,103,9,4,609,170,2,1,24,7,141,56,133,51,26,8,12,7,65,23,2,1,6,7,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,19,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001103,140,17,113,14060,999,,,Census Tract 11.03,3200,1524,3314,1413,3200,3314,3106,3275,2384,2530,265,215,8,3,253,395,0,1,196,131,94,39,91,37,45,6,13,7,16,10,0,0,9,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001104,140,17,113,14060,999,,,Census Tract 11.04,8314,3489,5942,2348,8314,5942,8164,5872,6512,5268,470,364,21,6,1095,193,6,5,60,36,150,70,148,69,48,16,20,16,39,13,2,0,7,19,3,2,0,0,1,0,5,3,12,0,0,0,0,0,1,0,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001105,140,17,113,14060,999,,,Census Tract 11.05,5130,2064,4849,1879,5130,4849,4996,4763,3780,3978,340,457,17,18,796,244,2,3,61,61,134,85,127,83,59,32,15,5,20,13,1,0,10,26,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,17,0,1,0,7,2,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001106,140,17,113,14060,999,,,Census Tract 11.06,3294,1495,3113,1361,3294,3113,3186,3058,2154,2554,599,293,15,12,272,156,1,1,145,39,108,55,102,53,59,21,8,3,9,8,1,0,15,16,2,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,3,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001200,140,17,113,14060,999,,,Census Tract 12,2518,1335,2432,1287,2518,2432,2442,2405,2051,2221,222,106,9,2,96,67,3,0,61,9,76,27,73,24,30,12,15,0,23,4,0,1,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001301,140,17,113,14060,999,,,Census Tract 13.01,2012,945,2090,943,2012,2090,1925,2045,1650,1847,205,151,13,7,21,28,0,2,36,10,87,45,82,43,46,20,13,7,5,11,0,0,11,3,4,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001402,140,17,113,14060,999,,,Census Tract 14.02,3387,1270,1325,489,3387,1325,3280,1306,2792,1216,379,56,9,2,40,19,1,5,59,8,107,19,105,18,61,10,1,7,18,1,0,0,11,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001403,140,17,113,14060,999,,,Census Tract 14.03,3877,1687,4195,1744,3877,4195,3727,4095,2812,3429,787,556,8,6,49,42,2,0,69,59,150,100,140,91,102,39,7,16,9,2,3,0,4,23,0,3,1,1,1,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,9,8,4,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17113001404,140,17,113,14060,999,,,Census Tract 14.04,4300,1845,4653,1908,4300,4653,4154,4542,3516,3804,392,617,8,7,35,46,0,0,203,66,146,110,141,100,86,44,30,18,7,3,2,0,11,25,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,8,3,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001500,140,17,113,14060,999,,,Census Tract 15,2425,1086,2610,1138,2425,2610,2308,2519,1467,1814,659,574,12,5,10,13,6,4,154,109,117,91,115,78,76,42,5,6,3,4,0,0,11,16,12,3,1,1,0,0,2,2,0,0,0,0,0,1,0,0,5,3,0,0,2,13,1,1,0,4,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113001800,140,17,113,14060,999,,,Census Tract 18,3228,1594,3372,1615,3228,3372,3165,3327,2959,3185,70,76,6,5,101,39,0,1,29,21,63,45,58,45,25,18,6,5,20,16,0,0,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113002101,140,17,113,14060,999,,,Census Tract 21.01,4771,2429,4434,2174,4771,4434,4602,4372,3903,3954,359,307,10,1,100,63,0,1,230,46,169,62,147,60,70,21,26,11,21,9,0,1,17,9,1,1,2,0,0,0,3,4,0,0,0,0,2,0,0,1,5,3,0,0,22,2,11,0,4,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113002102,140,17,113,14060,999,,,Census Tract 21.02,1771,659,1501,544,1771,1501,1725,1492,1474,1391,79,16,12,5,7,21,0,0,153,59,46,9,45,9,18,0,2,5,9,3,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
