GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P008001,P008001.2000,P008002,P008002.2000,P008003,P008003.2000,P008004,P008004.2000,P008005,P008005.2000,P008006,P008006.2000,P008007,P008007.2000,P008008,P008008.2000,P008009,P008009.2000,P008010,P008010.2000,P008011,P008011.2000,P008012,P008012.2000,P008013,P008013.2000,P008014,P008014.2000,P008015,P008015.2000,P008016,P008016.2000,P008017,P008017.2000,P008018,P008018.2000,P008019,P008019.2000,P008020,P008020.2000,P008021,P008021.2000,P008022,P008022.2000,P008023,P008023.2000,P008024,P008024.2000,P008025,P008025.2000,P008026,P008026.2000,P008027,P008027.2000,P008028,P008028.2000,P008029,P008029.2000,P008030,P008030.2000,P008031,P008031.2000,P008032,P008032.2000,P008033,P008033.2000,P008034,P008034.2000,P008035,P008035.2000,P008036,P008036.2000,P008037,P008037.2000,P008038,P008038.2000,P008039,P008039.2000,P008040,P008040.2000,P008041,P008041.2000,P008042,P008042.2000,P008043,P008043.2000,P008044,P008044.2000,P008045,P008045.2000,P008046,P008046.2000,P008047,P008047.2000,P008048,P008048.2000,P008049,P008049.2000,P008050,P008050.2000,P008051,P008051.2000,P008052,P008052.2000,P008053,P008053.2000,P008054,P008054.2000,P008055,P008055.2000,P008056,P008056.2000,P008057,P008057.2000,P008058,P008058.2000,P008059,P008059.2000,P008060,P008060.2000,P008061,P008061.2000,P008062,P008062.2000,P008063,P008063.2000,P008064,P008064.2000,P008065,P008065.2000,P008066,P008066.2000,P008067,P008067.2000,P008068,P008068.2000,P008069,P008069.2000,P008070,P008070.2000,P008071,P008071.2000
17031130100,140,17,031,16980,176,,,Census Tract 1301,5133,2072,4850,1809,5133,4850,4952,4762,3393,3670,51,27,7,3,1415,1009,2,0,84,53,181,88,175,80,5,1,7,1,104,16,6,0,25,46,0,0,2,1,0,0,1,0,2,1,0,0,2,0,1,1,20,13,0,0,6,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031130200,140,17,031,16980,176,,,Census Tract 1302,1412,671,1451,679,1412,1451,1358,1407,1033,1141,17,6,5,2,179,148,0,2,124,108,54,44,51,44,6,3,5,1,16,10,1,1,17,24,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031130300,140,17,031,16980,176,,,Census Tract 1303,5064,1928,5164,1920,5064,5164,4807,4838,2495,2883,225,102,18,10,1564,1569,9,2,496,272,257,326,244,312,34,20,9,8,89,77,1,0,48,165,2,0,1,0,1,0,10,6,9,2,1,0,0,0,4,0,35,34,0,0,12,6,2,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17031140301,140,17,031,16980,176,,,Census Tract 1403.01,2891,914,3329,904,2891,3329,2570,3082,981,1377,119,107,14,12,736,959,0,0,720,624,321,246,317,242,12,10,6,3,51,56,2,0,190,111,1,1,1,4,2,0,13,5,5,6,0,0,4,1,0,1,30,37,0,0,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140302,140,17,031,16980,176,,,Census Tract 1403.02,4345,1428,5005,1412,4345,5005,4027,4634,1988,2071,240,161,32,18,1005,1443,4,0,758,939,318,371,314,364,21,16,13,4,89,85,0,0,138,168,3,1,4,7,0,0,6,8,15,10,0,0,3,1,3,3,19,55,0,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140400,140,17,031,16980,176,,,Census Tract 1404,6805,2342,6425,2346,6805,6425,6445,6121,4017,4117,119,65,24,19,1372,1208,0,0,913,712,360,304,348,300,23,8,28,19,126,30,2,1,96,172,2,1,0,0,0,0,4,0,15,0,0,0,8,9,5,1,38,59,1,0,12,4,4,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140500,140,17,031,16980,176,,,Census Tract 1405,3679,1337,3778,1352,3679,3778,3475,3560,2220,2493,103,54,30,20,384,388,0,0,738,605,204,218,183,212,40,8,10,5,32,24,1,0,69,156,2,0,0,0,0,0,4,1,6,0,0,0,4,12,1,0,14,6,0,0,17,2,4,0,2,0,0,0,3,0,2,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140800,140,17,031,16980,176,,,Census Tract 1408,6825,2819,7752,2747,6825,7752,6548,7195,4377,4525,229,234,47,34,590,944,7,0,1298,1458,277,557,266,553,34,21,12,18,72,56,1,1,108,364,3,4,1,4,0,1,12,3,3,4,0,0,3,13,3,7,13,55,1,2,10,4,3,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150200,140,17,031,16980,176,,,Census Tract 1502,7540,3331,7930,3162,7540,7930,7214,7553,5561,6302,177,66,43,33,497,349,5,9,931,794,326,377,305,369,60,18,40,29,71,33,5,5,90,241,2,1,3,3,0,3,10,7,0,0,0,0,2,10,7,3,7,14,8,2,21,7,4,2,4,1,0,0,8,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150300,140,17,031,16980,176,,,Census Tract 1503,7198,3129,7315,3132,7198,7315,6947,7078,5830,6409,90,32,33,22,328,217,0,5,666,393,251,237,236,227,31,8,27,29,57,32,1,3,86,143,0,1,2,0,0,0,16,1,3,0,0,0,0,0,1,2,12,8,0,0,14,10,7,6,0,0,0,0,1,0,0,2,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150401,140,17,031,16980,176,,,Census Tract 1504.01,4793,1967,4785,1957,4793,4785,4640,4528,3818,4072,31,11,15,17,247,197,3,3,526,226,153,256,145,251,15,4,17,8,44,19,0,2,49,211,2,0,0,0,0,0,6,0,0,0,0,0,1,1,1,1,10,3,0,0,7,4,0,2,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150402,140,17,031,16980,176,,,Census Tract 1504.02,3886,1461,3878,1453,3886,3878,3731,3671,2988,3301,40,8,6,14,202,160,5,2,490,183,155,207,147,204,10,3,10,6,39,16,1,1,77,171,1,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,1,2,0,0,8,3,0,2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150502,140,17,031,16980,176,,,Census Tract 1505.02,4205,1614,4354,1640,4205,4354,4077,4197,3237,3759,100,23,10,6,273,180,1,1,456,226,128,156,122,154,12,2,9,8,25,27,3,1,57,103,2,0,1,0,0,0,3,0,0,1,0,0,1,1,0,0,5,6,4,0,6,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150600,140,17,031,16980,176,,,Census Tract 1506,4163,1543,4206,1504,4163,4206,4018,4016,3155,3445,50,22,34,15,163,140,4,1,612,393,145,190,132,190,15,8,14,10,22,24,4,1,46,120,4,0,0,0,0,0,5,1,0,0,0,0,5,0,0,17,8,9,9,0,13,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150700,140,17,031,16980,176,,,Census Tract 1507,4608,1636,4585,1654,4608,4585,4438,4457,3226,3736,88,52,36,30,173,160,2,5,913,474,170,128,168,127,24,6,8,15,34,8,1,1,71,88,0,0,7,2,0,0,10,2,0,0,0,0,7,1,0,0,5,2,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150800,140,17,031,16980,176,,,Census Tract 1508,5280,1890,5295,1945,5280,5295,5068,5046,3622,3839,153,79,50,26,219,194,8,1,1016,907,212,249,196,238,28,14,25,20,36,13,0,0,81,181,2,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,8,4,2,1,16,11,8,2,3,1,0,0,0,3,0,0,0,0,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031151001,140,17,031,16980,176,,,Census Tract 1510.01,2819,1004,3077,1016,2819,3077,2717,2913,1616,2184,76,42,22,12,71,103,0,2,932,567,102,164,102,160,13,5,9,2,26,8,1,6,41,122,0,0,0,0,0,0,5,3,0,0,0,0,1,3,0,0,4,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031151002,140,17,031,16980,176,,,Census Tract 1510.02,4567,1726,4984,1748,4567,4984,4427,4718,2718,3537,106,69,75,21,169,166,7,3,1352,920,140,265,135,259,12,8,1,4,15,12,2,10,92,199,1,0,0,1,0,0,4,5,0,0,0,0,3,5,1,0,4,11,0,0,5,6,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031151100,140,17,031,16980,176,,,Census Tract 1511,5458,1925,5215,1869,5458,5215,5260,5005,3752,4176,79,18,57,4,220,155,3,1,1149,651,198,210,185,210,9,3,14,4,19,15,1,9,105,174,1,0,5,0,0,0,11,1,1,0,1,0,5,0,0,0,8,4,5,0,13,0,0,0,2,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031151200,140,17,031,16980,176,,,Census Tract 1512,3884,1324,3850,1306,3884,3850,3765,3703,2910,3074,40,11,38,4,202,232,0,0,575,382,119,147,113,146,11,2,2,3,18,15,7,2,60,116,0,0,1,0,0,0,10,5,0,0,0,0,2,1,0,0,2,1,0,1,6,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160100,140,17,031,16980,176,,,Census Tract 1601,2485,1032,2516,1005,2485,2516,2366,2395,1761,1942,62,4,14,5,256,193,0,0,273,251,119,121,108,104,32,9,7,5,35,24,0,0,21,64,1,0,7,0,0,0,0,0,1,0,0,0,0,1,1,0,3,1,0,0,9,17,2,9,1,0,0,0,2,3,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160200,140,17,031,16980,176,,,Census Tract 1602,3443,1394,3639,1439,3443,3639,3290,3507,2587,2848,94,79,9,13,276,289,1,0,323,278,153,132,141,128,24,10,19,12,38,26,1,0,42,65,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,2,12,10,0,0,9,4,1,0,3,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160300,140,17,031,16980,176,,,Census Tract 1603,3785,2022,3973,2031,3785,3973,3612,3759,2608,2865,315,98,12,22,369,480,0,1,308,293,173,214,164,209,30,18,21,5,42,36,0,5,36,109,1,2,3,1,0,0,21,7,4,8,0,0,0,3,2,0,4,15,0,0,9,4,1,1,3,0,0,0,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160400,140,17,031,16980,176,,,Census Tract 1604,4768,2059,5294,2022,4768,5294,4495,5090,3159,3642,202,103,23,19,281,421,6,2,824,903,273,204,266,197,51,26,45,16,30,21,1,2,100,94,1,4,1,2,3,0,12,8,0,0,0,0,9,0,0,12,11,12,2,0,7,6,2,3,0,1,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160502,140,17,031,16980,176,,,Census Tract 1605.02,3550,1390,4049,1349,3550,4049,3326,3815,1879,2073,162,137,43,23,270,368,5,1,967,1210,224,233,209,228,16,14,37,10,18,4,2,1,98,160,1,1,3,0,0,0,23,10,0,0,0,0,9,7,0,2,1,14,1,0,12,3,3,0,1,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160800,140,17,031,16980,176,,,Census Tract 1608,5148,2015,5522,2013,5148,5522,4866,5263,2876,3130,177,81,26,32,339,450,0,1,1448,1569,282,259,271,247,39,18,35,23,38,14,0,0,107,175,3,0,3,0,0,0,17,6,2,2,0,0,15,2,2,0,5,7,5,0,5,12,2,10,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160900,140,17,031,16980,176,,,Census Tract 1609,2405,1079,2583,1123,2405,2583,2312,2454,1808,1920,81,65,23,16,137,149,0,1,263,303,93,129,90,125,9,13,5,10,18,22,0,3,44,73,4,2,0,0,0,0,6,0,1,0,0,0,2,2,0,0,1,0,0,0,2,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031161200,140,17,031,16980,176,,,Census Tract 1612,2930,1052,2922,923,2930,2922,2789,2757,1681,1879,55,33,60,17,203,104,1,16,789,708,141,165,129,156,17,6,4,4,14,14,0,0,60,116,1,0,1,6,0,0,5,3,2,0,0,0,9,0,1,1,15,6,0,0,12,3,5,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
17031161300,140,17,031,16980,176,,,Census Tract 1613,4117,1669,4756,1721,4117,4756,3948,4481,2639,3345,139,90,26,18,143,130,6,1,995,897,169,275,160,275,36,7,27,10,14,27,3,1,59,217,0,0,5,0,0,0,10,1,0,0,0,0,2,5,1,0,1,6,2,1,9,0,4,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170100,140,17,031,16980,176,,,Census Tract 1701,1752,1089,1722,1031,1752,1722,1734,1678,1557,1437,61,132,1,3,80,71,0,0,35,35,18,44,18,43,3,4,2,3,5,6,0,0,5,24,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170200,140,17,031,16980,176,,,Census Tract 1702,3892,1293,3880,1325,3892,3880,3813,3764,3201,3336,23,13,25,7,162,141,1,1,401,266,79,116,74,113,16,4,7,6,18,11,9,2,20,84,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,5,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170300,140,17,031,16980,176,,,Census Tract 1703,5129,1952,5113,1908,5129,5113,5031,5044,4200,4610,53,11,24,4,216,202,0,2,538,215,98,69,95,67,7,3,12,11,19,7,0,0,42,46,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,9,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170400,140,17,031,16980,176,,,Census Tract 1704,3870,1558,3815,1472,3870,3815,3771,3745,3331,3525,34,9,10,4,140,95,1,0,255,112,99,70,90,68,11,2,9,2,10,13,0,0,39,41,0,0,1,1,0,0,1,4,1,0,0,0,6,0,1,0,6,5,5,0,9,2,1,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170500,140,17,031,16980,176,,,Census Tract 1705,4980,2026,5229,2048,4980,5229,4876,5125,4392,4851,42,8,19,7,112,96,10,5,301,158,104,104,98,102,11,1,10,2,30,43,4,2,38,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,1,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170700,140,17,031,16980,176,,,Census Tract 1707,2980,1203,3111,1202,2980,3111,2903,3048,2609,2874,13,2,4,9,77,57,0,0,200,106,77,63,73,61,4,3,14,3,23,16,1,0,29,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170800,140,17,031,16980,176,,,Census Tract 1708,3721,1462,3752,1403,3721,3752,3634,3674,3131,3434,30,8,9,11,140,85,0,3,324,133,87,78,84,77,5,2,4,9,23,18,5,0,40,47,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170900,140,17,031,16980,176,,,Census Tract 1709,1713,661,1617,630,1713,1617,1646,1583,1311,1445,22,12,13,1,72,32,0,0,228,93,67,34,64,34,10,4,0,1,16,4,1,0,32,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031171000,140,17,031,16980,176,,,Census Tract 1710,7287,2752,7279,2665,7287,7279,7106,7031,5984,6277,81,44,35,10,313,278,6,5,687,417,181,248,179,234,17,6,21,16,55,9,4,1,58,183,1,0,1,0,0,0,3,6,4,1,0,0,4,1,0,4,10,7,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031171100,140,17,031,16980,176,,,Census Tract 1711,4110,1371,4116,1365,4110,4116,3968,3987,3047,3335,30,23,29,8,213,202,2,3,647,416,142,129,125,126,4,1,7,4,35,21,6,3,57,90,1,0,0,0,0,0,2,0,10,0,0,0,0,0,0,7,3,0,0,0,17,3,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
